m49,Country,RecID,ID,gadm36_2,Region,value,item,year,itemDes
384,Côte d'Ivoire,4,CI06,CIV.6.1_1,Belier                                             ,83,VillNonBit,2016,Village principale voie d'accès - Route non bitumée ou piste
384,Côte d'Ivoire,4,CI06,CIV.6.1_1,Belier                                             ,4,VillParc,2016,Villages ruraux disposant de parcs nationaux
384,Côte d'Ivoire,4,CI06,CIV.6.1_1,Belier                                             ,10,VillPatur,2016,Villages ruraux disposant de terres réservées aux pâturages
384,Côte d'Ivoire,4,CI06,CIV.6.1_1,Belier                                             ,71,VillPuit,2016,Approvisionnement en eau - Puits
384,Côte d'Ivoire,4,CI06,CIV.6.1_1,Belier                                             ,105,VillRiv,2016,Approvisionnement en eau - Rivières ou marigot ou fleuve ou lac ou marre
384,Côte d'Ivoire,4,CI06,CIV.6.1_1,Belier                                             ,93.9,VillSansCons,2016,% Villages ne disposant d'aucune unité de conservation de produits agricoles
384,Côte d'Ivoire,4,CI06,CIV.6.1_1,Belier                                             ,1.4,VillSent,2016,Village principale voie d'accès - Sentier
384,Côte d'Ivoire,4,CI06,CIV.6.1_1,Belier                                             ,66.5,VillSeul,2016,% Village à un seul tenant
384,Côte d'Ivoire,4,CI06,CIV.6.1_1,Belier                                             ,49,VillSodeci,2016,Approvisionnement en eau - Eau de SODECI
384,Côte d'Ivoire,4,CI06,CIV.6.1_1,Belier                                             ,212,VillTot,2016,Village principale voie d'accès - Ensemble des villages ruraux
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,40.6,AgeMoy,2016,Age moyen 
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,14270,AgriVegPure,2016,Agriculture végétale au sens strict
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,62,EffParAutr,2016,Titre d'occupation de la parcelle - Autres
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,40800,EffParCout,2016,Titre d'occupation de la parcelle - Coutumier
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,14167,EffParDefi,2016,Titre d'occupation de la parcelle - Concession définitive
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,86,EffParFonc,2016,Titre d'occupation de la parcelle - Titre foncier
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,892,EffParIrr,2016,Parcelles irriguées
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,11958,EffParLoc,2016,Titre d'occupation de la parcelle - Contrat de location
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,89815,EffParNonIrr,2016,Parcelles non irriguées
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,22888,EffParProv,2016,Titre d'occupation de la parcelle - Concession provisoire
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,43,EffParSans,2016,Titre d'occupation de la parcelle - Sans autorisation
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,90707,EffParTot,2016,Titre d'occupation de la parcelle - Total
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,703,EffParcCertif,2016,Titre d'occupation de la parcelle - Certificat foncier
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,855,ElevPure,2016,Elevage au sens strict
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,14072,ExpAlloc,2016,Exploitant Allochtone
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,3806,ExpAllog,2016,Exploitant Allogène
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,27401,ExpAnac,2016,Parcelles destinées à l'exportation d'anacarde
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,2,ExpAqua,2016,Répartition des aquaculteurs - Elevage d'autres animaux aquatiques
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,20332,ExpAutTot,2016,Exploitant autochtone
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,4929,ExpBovin,2016,Elevage de bovins
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,1390,ExpCacao,2016,Parcelles destinées à l'exportation de cacao 
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,0,ExpCafe,2016,Parcelles destinées à l'exportation de café
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,15,ExpCanne,2016,Parcelles destinées à l'exportation de canne à sucre
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,3850,ExpCaprin,2016,Elevage de caprins
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,401,ExpCelFem,2016,Exploitant célibataire - Femme
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,2833,ExpCelMal,2016,Exploitant célibataire - Homme
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,3234,ExpCelTot,2016,Exploitant celibataire 
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,0,ExpCrus,2016,Répartition des aquaculteurs - Elevage de crustacés
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,30053,ExpExport,2016,Effectif des exploitants de cultures d'exportations ou industrielles
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,7072,ExpFemTot,2016,Exploitant - Femme 
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,0,ExpHevea,2016,Parcelles destinées à l'exportation d'hevea
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,31215,ExpMalTot,2016,Exploitant - Homme 
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,5508,ExpMarFem,2016,Exploitant marié - Femme
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,27625,ExpMarMal,2016,Exploitant marié - Homme
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,33133,ExpMarTot,2016,Exploitant marié 
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,0,ExpMoll,2016,Répartition des aquaculteurs - Elevage de mollusques
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,77,ExpNat,2016,Exploitant Naturalisé
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,3690,ExpOvin,2016,Elevage d'ovins
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,178,ExpPalm,2016,Parcelles destinées à l'exportation de palmier à huile
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,194,ExpPeche,2016,Répartition des exploitants pratiquant la pêche
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,1,ExpPisc,2016,Répartition des aquaculteurs - Pisciculture
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,0,ExpPlAqua,2016,Répartition des aquaculteurs - Culture de plantes aquatiques
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,526,ExpPorc,2016,Elevage de porcs traditionnels
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,39,ExpPorcMod,2016,Elevage de porcs modernes
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,87,ExpPouChaire,2016,Elevage de poulets de chaire
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,75,ExpPouPond,2016,Elevage de poulets pondeuses
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,9367,ExpPouTrad,2016,Elevage de poulets traditionnels
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,38287,ExpTot,2016,Exploitant - Total
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,29875,ExpVivrier,2016,Effectif des exploitants de cultures vivrières
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,37.5,FemAgeMoy,2016,Age moyen - Femme
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,41.3,MasAgeMoy,2016,Age moyen - Homme
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,27722,MenAgr,2016,Ménages ayant une activité en agriculture végétale
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,22494,MenAgrRur,2016,Nombre de Ménages agricoles - Rural
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,28693,MenAgrTot,2016,Nombre de Ménages agricoles - Total
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,6199,MenAgrUrb,2016,Nombre de Ménages agricoles - Urban
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,4,MenAqu,2016,Ménages ayant une activité en aquaculture
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,14261,MenEle,2016,Ménages ayant une activité en élevage
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,193,MenPec,2016,Ménages ayant une activité dans la pêche
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,64,MenSyl,2016,Ménages ayant une activité en sylviculture
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,1.3,MoyExpMen,2016,Nombre moyen d'exploitants par ménage agricole
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,1.4,MoyParcFem,2016,Nombre moyen de parcelle par ménage agricole - Femme
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,2.6,MoyParcMal,2016,Nombre moyen de parcelle par ménage agricole - Homme
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,2,MoyParcMen,2016,Nombre moyen de parcelle par ménage agricole
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,2.4,MoyParcl,2016,Nombre moyen de parcelle par ménage agricole - Total
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,50,PechArtAuc,2016,Pêcheurs par type d'embarcation  - Aucune embarcation
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,1,PechArtMot,2016,Pêcheurs par type d'embarcation  -  Pirogue motorisée
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,143,PechArtNon,2016,Pêcheurs par type d'embarcation  -  Pirogue non motorisée
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,194,PechTot,2016,Pêcheurs par type d'embarcation  -  Total
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,8.8,TaiMenRur,2016,Taille moyenne des ménages agricoles - Rural
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,8.7,TaiMenTot,2016,Taille moyenne des ménages agricoles - Total
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,8.6,TaiMenUrb,2016,Taille moyenne des ménages agricoles - Urbain
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,6.4,TxAlpFem,2016,Taux alphabétisation - Femme
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,21.7,TxAlpMal,2016,Taux alphabétisation - Homme
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,18.8,TxAlpTot,2016,Taux Alphabétisation 
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,44.8,Vill10_30KM,2016,% Village situé 10-30km 
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,19,Vill1_5KM,2016,% Village situé 1-5km 
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,3.4,Vill30KM,2016,% Village situé 30km et plus
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,28.4,Vill5_10KM,2016,% Village situé 5-10km 
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,0,VillAutre,2016,Village principale voie d'accès - Autres voies accès principal (par navigation et par voie ferrée)
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,0,VillBarr,2016,Approvisionnement en eau - Retenue d'eau et barrage
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,6,VillBit,2016,Village principale voie d'accès - Route bitumée
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,15,VillBoisComm,2016,Villages ruraux disposant de bois communautaires
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,57.8,VillCamp,2016,% Village avec campement
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,42,VillCoursEau,2016,Villages ruraux disposant de mare / cours d'eau
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,9.5,VillDispConsAgr,2016,% Villages disposant d'unité de conservation et stockage de produits agricoles
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,0,VillDispConsBois,2016,% Villages disposant d'unité de conservation et stockage du bois
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,0,VillDispConsElev,2016,% Villages disposant d'unité de conservation et stockage  de produits d'élevage
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,0,VillDispConsHal,2016,% Villages disposant d'unité de conservation et stockage  de produits halieutiques
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,116,VillDispTot,2016,Ensemble des villages ruraux
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,116,VillEauTot,2016,Approvisionnement en eau - Ensemble des villages ruraux
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,116,VillEns,2016,Ensemble des villages ruraux
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,116,VillEnsemble,2016,Ensemble des villages ruraux
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,14,VillForetClass,2016,Villages ruraux disposant de forêts classées
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,61,VillForetSacr,2016,Villages ruraux disposant de forêts sacrées
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,42,VillFriche,2016,Villages ruraux disposant de terres en friche (Jachère)
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,1.7,VillGroup,2016,% Regroupement de villages
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,99,VillHydro,2016,"Approvisionnement en eau - Hydraulique villageoise (pompe villageoise, fontaine)"
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,3,VillHydroPro,2016,Approvisionnement en eau - Hydraulique villageoise améliorée (HVA)
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,4.3,VillM1KM,2016,% Village situé à moins de 1km du chef-lieu
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,83.6,VillNonBit,2016,Village principale voie d'accès - Route non bitumée ou piste
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,2,VillParc,2016,Villages ruraux disposant de parcs nationaux
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,7,VillPatur,2016,Villages ruraux disposant de terres réservées aux pâturages
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,85,VillPuit,2016,Approvisionnement en eau - Puits
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,60,VillRiv,2016,Approvisionnement en eau - Rivières ou marigot ou fleuve ou lac ou marre
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,90.5,VillSansCons,2016,% Villages ne disposant d'aucune unité de conservation de produits agricoles
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,10.3,VillSent,2016,Village principale voie d'accès - Sentier
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,40.5,VillSeul,2016,% Village à un seul tenant
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,2,VillSodeci,2016,Approvisionnement en eau - Eau de SODECI
384,Côte d'Ivoire,5,CI07,CIV.12.2_1,Bere                                               ,116,VillTot,2016,Village principale voie d'accès - Ensemble des villages ruraux
384,Côte d'Ivoire,6,CI08,CIV.14.1_1,Bounkani                                           ,43.5,AgeMoy,2016,Age moyen 
384,Côte d'Ivoire,6,CI08,CIV.14.1_1,Bounkani                                           ,6344,AgriVegPure,2016,Agriculture végétale au sens strict
384,Côte d'Ivoire,6,CI08,CIV.14.1_1,Bounkani                                           ,13,EffParAutr,2016,Titre d'occupation de la parcelle - Autres
384,Côte d'Ivoire,6,CI08,CIV.14.1_1,Bounkani                                           ,41530,EffParCout,2016,Titre d'occupation de la parcelle - Coutumier
384,Côte d'Ivoire,6,CI08,CIV.14.1_1,Bounkani                                           ,11697,EffParDefi,2016,Titre d'occupation de la parcelle - Concession définitive
384,Côte d'Ivoire,6,CI08,CIV.14.1_1,Bounkani                                           ,32,EffParFonc,2016,Titre d'occupation de la parcelle - Titre foncier
384,Côte d'Ivoire,6,CI08,CIV.14.1_1,Bounkani                                           ,219,EffParIrr,2016,Parcelles irriguées
384,Côte d'Ivoire,6,CI08,CIV.14.1_1,Bounkani                                           ,106,EffParLoc,2016,Titre d'occupation de la parcelle - Contrat de location
384,Côte d'Ivoire,6,CI08,CIV.14.1_1,Bounkani                                           ,56900,EffParNonIrr,2016,Parcelles non irriguées
384,Côte d'Ivoire,6,CI08,CIV.14.1_1,Bounkani                                           ,3359,EffParProv,2016,Titre d'occupation de la parcelle - Concession provisoire
384,Côte d'Ivoire,6,CI08,CIV.14.1_1,Bounkani                                           ,351,EffParSans,2016,Titre d'occupation de la parcelle - Sans autorisation
384,Côte d'Ivoire,6,CI08,CIV.14.1_1,Bounkani                                           ,57119,EffParTot,2016,Titre d'occupation de la parcelle - Total
384,Côte d'Ivoire,6,CI08,CIV.14.1_1,Bounkani                                           ,31,EffParcCertif,2016,Titre d'occupation de la parcelle - Certificat foncier
384,Côte d'Ivoire,6,CI08,CIV.14.1_1,Bounkani                                           ,765,ElevPure,2016,Elevage au sens strict
384,Côte d'Ivoire,6,CI08,CIV.14.1_1,Bounkani                                           ,253,ExpAlloc,2016,Exploitant Allochtone
384,Côte d'Ivoire,6,CI08,CIV.14.1_1,Bounkani                                           ,1444,ExpAllog,2016,Exploitant Allogène
384,Côte d'Ivoire,6,CI08,CIV.14.1_1,Bounkani                                           ,22570,ExpAnac,2016,Parcelles destinées à l'exportation d'anacarde
384,Côte d'Ivoire,6,CI08,CIV.14.1_1,Bounkani                                           ,0,ExpAqua,2016,Répartition des aquaculteurs - Elevage d'autres animaux aquatiques
384,Côte d'Ivoire,6,CI08,CIV.14.1_1,Bounkani                                           ,22006,ExpAutTot,2016,Exploitant autochtone
384,Côte d'Ivoire,6,CI08,CIV.14.1_1,Bounkani                                           ,3288,ExpBovin,2016,Elevage de bovins
384,Côte d'Ivoire,6,CI08,CIV.14.1_1,Bounkani                                           ,0,ExpCacao,2016,Parcelles destinées à l'exportation de cacao 
384,Côte d'Ivoire,6,CI08,CIV.14.1_1,Bounkani                                           ,0,ExpCafe,2016,Parcelles destinées à l'exportation de café
384,Côte d'Ivoire,6,CI08,CIV.14.1_1,Bounkani                                           ,10,ExpCanne,2016,Parcelles destinées à l'exportation de canne à sucre
384,Côte d'Ivoire,6,CI08,CIV.14.1_1,Bounkani                                           ,7821,ExpCaprin,2016,Elevage de caprins
384,Côte d'Ivoire,6,CI08,CIV.14.1_1,Bounkani                                           ,235,ExpCelFem,2016,Exploitant célibataire - Femme
384,Côte d'Ivoire,6,CI08,CIV.14.1_1,Bounkani                                           ,1539,ExpCelMal,2016,Exploitant célibataire - Homme
384,Côte d'Ivoire,6,CI08,CIV.14.1_1,Bounkani                                           ,1774,ExpCelTot,2016,Exploitant celibataire 
384,Côte d'Ivoire,6,CI08,CIV.14.1_1,Bounkani                                           ,0,ExpCrus,2016,Répartition des aquaculteurs - Elevage de crustacés
384,Côte d'Ivoire,6,CI08,CIV.14.1_1,Bounkani                                           ,20933,ExpExport,2016,Effectif des exploitants de cultures d'exportations ou industrielles
384,Côte d'Ivoire,6,CI08,CIV.14.1_1,Bounkani                                           ,3437,ExpFemTot,2016,Exploitant - Femme 
384,Côte d'Ivoire,6,CI08,CIV.14.1_1,Bounkani                                           ,0,ExpHevea,2016,Parcelles destinées à l'exportation d'hevea
384,Côte d'Ivoire,6,CI08,CIV.14.1_1,Bounkani                                           ,20357,ExpMalTot,2016,Exploitant - Homme 
384,Côte d'Ivoire,6,CI08,CIV.14.1_1,Bounkani                                           ,2217,ExpMarFem,2016,Exploitant marié - Femme
384,Côte d'Ivoire,6,CI08,CIV.14.1_1,Bounkani                                           ,17108,ExpMarMal,2016,Exploitant marié - Homme
384,Côte d'Ivoire,6,CI08,CIV.14.1_1,Bounkani                                           ,19325,ExpMarTot,2016,Exploitant marié 
384,Côte d'Ivoire,6,CI08,CIV.14.1_1,Bounkani                                           ,0,ExpMoll,2016,Répartition des aquaculteurs - Elevage de mollusques
384,Côte d'Ivoire,6,CI08,CIV.14.1_1,Bounkani                                           ,91,ExpNat,2016,Exploitant Naturalisé
384,Côte d'Ivoire,6,CI08,CIV.14.1_1,Bounkani                                           ,5041,ExpOvin,2016,Elevage d'ovins
384,Côte d'Ivoire,6,CI08,CIV.14.1_1,Bounkani                                           ,297,ExpPalm,2016,Parcelles destinées à l'exportation de palmier à huile
384,Côte d'Ivoire,6,CI08,CIV.14.1_1,Bounkani                                           ,38,ExpPeche,2016,Répartition des exploitants pratiquant la pêche
384,Côte d'Ivoire,6,CI08,CIV.14.1_1,Bounkani                                           ,1,ExpPisc,2016,Répartition des aquaculteurs - Pisciculture
384,Côte d'Ivoire,6,CI08,CIV.14.1_1,Bounkani                                           ,0,ExpPlAqua,2016,Répartition des aquaculteurs - Culture de plantes aquatiques
384,Côte d'Ivoire,6,CI08,CIV.14.1_1,Bounkani                                           ,1197,ExpPorc,2016,Elevage de porcs traditionnels
384,Côte d'Ivoire,6,CI08,CIV.14.1_1,Bounkani                                           ,20,ExpPorcMod,2016,Elevage de porcs modernes
384,Côte d'Ivoire,6,CI08,CIV.14.1_1,Bounkani                                           ,50,ExpPouChaire,2016,Elevage de poulets de chaire
384,Côte d'Ivoire,6,CI08,CIV.14.1_1,Bounkani                                           ,55,ExpPouPond,2016,Elevage de poulets pondeuses
384,Côte d'Ivoire,6,CI08,CIV.14.1_1,Bounkani                                           ,12397,ExpPouTrad,2016,Elevage de poulets traditionnels
384,Côte d'Ivoire,6,CI08,CIV.14.1_1,Bounkani                                           ,23794,ExpTot,2016,Exploitant - Total
384,Côte d'Ivoire,6,CI08,CIV.14.1_1,Bounkani                                           ,20249,ExpVivrier,2016,Effectif des exploitants de cultures vivrières
384,Côte d'Ivoire,6,CI08,CIV.14.1_1,Bounkani                                           ,45.7,FemAgeMoy,2016,Age moyen - Femme
384,Côte d'Ivoire,6,CI08,CIV.14.1_1,Bounkani                                           ,43.1,MasAgeMoy,2016,Age moyen - Homme
384,Côte d'Ivoire,6,CI08,CIV.14.1_1,Bounkani                                           ,20907,MenAgr,2016,Ménages ayant une activité en agriculture végétale
384,Côte d'Ivoire,6,CI08,CIV.14.1_1,Bounkani                                           ,16615,MenAgrRur,2016,Nombre de Ménages agricoles - Rural
384,Côte d'Ivoire,6,CI08,CIV.14.1_1,Bounkani                                           ,21700,MenAgrTot,2016,Nombre de Ménages agricoles - Total
384,Côte d'Ivoire,6,CI08,CIV.14.1_1,Bounkani                                           ,5085,MenAgrUrb,2016,Nombre de Ménages agricoles - Urban
384,Côte d'Ivoire,6,CI08,CIV.14.1_1,Bounkani                                           ,1,MenAqu,2016,Ménages ayant une activité en aquaculture
384,Côte d'Ivoire,6,CI08,CIV.14.1_1,Bounkani                                           ,15337,MenEle,2016,Ménages ayant une activité en élevage
384,Côte d'Ivoire,6,CI08,CIV.14.1_1,Bounkani                                           ,38,MenPec,2016,Ménages ayant une activité dans la pêche
384,Côte d'Ivoire,6,CI08,CIV.14.1_1,Bounkani                                           ,11,MenSyl,2016,Ménages ayant une activité en sylviculture
384,Côte d'Ivoire,6,CI08,CIV.14.1_1,Bounkani                                           ,1.1,MoyExpMen,2016,Nombre moyen d'exploitants par ménage agricole
384,Côte d'Ivoire,6,CI08,CIV.14.1_1,Bounkani                                           ,1.8,MoyParcFem,2016,Nombre moyen de parcelle par ménage agricole - Femme
384,Côte d'Ivoire,6,CI08,CIV.14.1_1,Bounkani                                           ,2.5,MoyParcMal,2016,Nombre moyen de parcelle par ménage agricole - Homme
384,Côte d'Ivoire,6,CI08,CIV.14.1_1,Bounkani                                           ,2,MoyParcMen,2016,Nombre moyen de parcelle par ménage agricole
384,Côte d'Ivoire,6,CI08,CIV.14.1_1,Bounkani                                           ,2.4,MoyParcl,2016,Nombre moyen de parcelle par ménage agricole - Total
384,Côte d'Ivoire,6,CI08,CIV.14.1_1,Bounkani                                           ,8,PechArtAuc,2016,Pêcheurs par type d'embarcation  - Aucune embarcation
384,Côte d'Ivoire,6,CI08,CIV.14.1_1,Bounkani                                           ,2,PechArtMot,2016,Pêcheurs par type d'embarcation  -  Pirogue motorisée
384,Côte d'Ivoire,6,CI08,CIV.14.1_1,Bounkani                                           ,28,PechArtNon,2016,Pêcheurs par type d'embarcation  -  Pirogue non motorisée
384,Côte d'Ivoire,6,CI08,CIV.14.1_1,Bounkani                                           ,38,PechTot,2016,Pêcheurs par type d'embarcation  -  Total
384,Côte d'Ivoire,6,CI08,CIV.14.1_1,Bounkani                                           ,7.9,TaiMenRur,2016,Taille moyenne des ménages agricoles - Rural
384,Côte d'Ivoire,6,CI08,CIV.14.1_1,Bounkani                                           ,7.8,TaiMenTot,2016,Taille moyenne des ménages agricoles - Total
384,Côte d'Ivoire,6,CI08,CIV.14.1_1,Bounkani                                           ,7.5,TaiMenUrb,2016,Taille moyenne des ménages agricoles - Urbain
384,Côte d'Ivoire,6,CI08,CIV.14.1_1,Bounkani                                           ,12.5,TxAlpFem,2016,Taux alphabétisation - Femme
384,Côte d'Ivoire,6,CI08,CIV.14.1_1,Bounkani                                           ,19.4,TxAlpMal,2016,Taux alphabétisation - Homme
384,Côte d'Ivoire,6,CI08,CIV.14.1_1,Bounkani                                           ,18.4,TxAlpTot,2016,Taux Alphabétisation 
384,Côte d'Ivoire,6,CI08,CIV.14.1_1,Bounkani                                           ,43.8,Vill10_30KM,2016,% Village situé 10-30km 
384,Côte d'Ivoire,6,CI08,CIV.14.1_1,Bounkani                                           ,6.7,Vill1_5KM,2016,% Village situé 1-5km 
384,Côte d'Ivoire,6,CI08,CIV.14.1_1,Bounkani                                           ,28.1,Vill30KM,2016,% Village situé 30km et plus
384,Côte d'Ivoire,6,CI08,CIV.14.1_1,Bounkani                                           ,15.2,Vill5_10KM,2016,% Village situé 5-10km 
384,Côte d'Ivoire,6,CI08,CIV.14.1_1,Bounkani                                           ,0,VillAutre,2016,Village principale voie d'accès - Autres voies accès principal (par navigation et par voie ferrée)
384,Côte d'Ivoire,6,CI08,CIV.14.1_1,Bounkani                                           ,9,VillBarr,2016,Approvisionnement en eau - Retenue d'eau et barrage
384,Côte d'Ivoire,6,CI08,CIV.14.1_1,Bounkani                                           ,2.8,VillBit,2016,Village principale voie d'accès - Route bitumée
384,Côte d'Ivoire,6,CI08,CIV.14.1_1,Bounkani                                           ,7,VillBoisComm,2016,Villages ruraux disposant de bois communautaires
384,Côte d'Ivoire,6,CI08,CIV.14.1_1,Bounkani                                           ,24.2,VillCamp,2016,% Village avec campement
384,Côte d'Ivoire,6,CI08,CIV.14.1_1,Bounkani                                           ,45,VillCoursEau,2016,Villages ruraux disposant de mare / cours d'eau
