GRANDE PHARMACIE DE TANDA,,,,,
"DR TCHUERE ALEXIS
TANDA
2252964,CO ARTESIANE SUSP FL/120ML         ,10,3,"4,270",
8111638,COARTEM 20/120MG DISP CP B/12,6,3,"2,070",
8109185,COARTEM 20/120MG DISP CP B/6,17,2,"1,190",
8150845,COARTEM 80/480MG CP B/6,256,12,"2,630",
2256761,COFANTRINE 20/120MG CP DISP.B/6    ,3,2,"1,100",
2267859,COFANTRINE AD 80/480MG CP B/6      ,30,4,"2,690",
8426000,COMBIART 80/480MGCP B/6,17,3,"2,200",
8694640,COMBIART SUSP 15MG/90MG 60ML,15,2,"2,730",
8197002,COMBIMAL CP/DETAIL                 ,1,4,470,
1303981,CO-PALUTEM 40/240 CP B/6,1,1,"1,500",
1303961,CO-PALUTEM 60/360MG CP B/6,5,3,"2,000",
1303971,CO-PALUTEM 80/480MG CP B/6,8,0,"2,000",
1234001,D-ARTEP 80/640MG CP PEL B/6,8,2,"3,790",
1330131,DIARTEM IG AD 120/960 MG CP B/3,1,1,"3,030",
1330411,DIP 3 40/320 CPR SEC B/9,4,0,"2,895",
8163380,DIPHOS 40MG/320 CP B/9,4,3,"3,170",
1417321,DPQUINE 40-320MG CP B/9,25,4,"3,350",
1405631,DPQUINE 90-720 SUSP FL/60ML,74,4,"2,310",
1128831,DUARTEM 80/480MG COMP B/6,2,1,"2,510",
8440388,DUOPAL 80MG/480MG CP B/6,1,1,"1,920",
8170836,DUOQUIN 40/320MG CP B/9,21,7,"2,500",
1236941,DUOTEM 40MG/320MG CPR B/9,5,2,"3,680",
1177381,EBURMETHER 40MG/ML INJ B/6,1,1,"2,000",
8179903,EBURMETHER 80MG IM SOL INJ B/6,2,1,"3,005",
8175443,EURARTESIM 320MG/40MG CPR B/9,2,1,"3,305",
2287862,FANSIDAR COMP B/3                  ,6,0,"1,240",
8165700,GEN M 120MG IM/IV INJ FL/10,2,0,"25,510",
8152181,GEN M 15MG/90MG S.BUV FL/30ML,1,1,"1,390",
8152229,GEN M 80MG/480MG CP B/6,9,3,"2,480",
2297978,LARIDOX 525MG CP B/3               ,233,47,610,
8151230,LARINATE 60MG PDR S.INJ 5ML,88,9,"1,240",
8061633,LARITEM 20/120MG CPR B/6,9,3,705,
8141421,LARITEM 40/240MG CP B/6,11,3,"2,040",
8144247,LARITEM 60/360MG CP B/6,10,3,"1,930",
8022923,LARITEM 80/480MG CP B/6            ,135,30,"2,030",
8170799,LARITEM DT 20/120MG CPR DISP B/6,15,3,700,
2297984,LARITHER 40MG INJ AMP 1ML B/6      ,4,0,"4,020",
2264105,LARITHER 80MG INJ B/6              ,32,4,"5,770",
8181082,LUFANTER 80/480MG SACHET B/6,1,1,"2,545",
8172083,LUFAR 80/480MG CP B/6,36,4,"2,750",
8142716,LUFENART FORTE 80/480 MG CP B/6,24,7,"2,260",
8482872,LUMETAR FORTE 80480 CP B/6,1,0,"2,480",
8512857,LUMETER 80/480 CP B/6,2,2,"2,050",
8140870,LUMIART 180/1080MG FL/60ML,5,3,"2,290",
8018287,LUMIART 80/480MG CP B/6,3,2,"3,245",
8149285,LUMITER DS 80/480 CP B/6,7,2,"2,170",
8437699,LYATEM 20MG/ML IM SOL INJ AMP/1ML B/6,48,6,"1,210",
8147949,LYATEM 80MG/ML SOL INJ B/6,47,4,"3,050",
8180183,LYATER 80MG/480MG CP B/6,467,12,"2,000",
8178080,MALACUR 40/320 CPR B/12,4,2,"3,860",
2260171,MALACUR 40MG/320MG CP B/9        ,15,2,"3,580",
8492847,MALACUR NEW 40/360MG CPR B/3,2,0,"3,855",
8085846,MALACUR SP FL 60MG                 ,6,3,"2,510",
2478595,MALAFENTRINE 180MG/1080MG PDRE SUSP BUV,26,20,"1,580",
2478596,MALAFENTRINE DS 80/480 CPR B/6,105,152,"1,575",
8123825,MALATRINE 180/1080 SUSP 60ML,1,1,"1,995",
1762451,PALUCARE 20/120MG CP B/6,1,0,"1,650",
1762461,PALUCARE 40/320MG CP B/6,1,0,"3,320",
1288401,PALUCURE 80/480MG CP B/6,4,1,"2,135",
1288381,PALUCURE DT 20/120MG CP DISP B/6,1,2,680,
8619822,PALUDOSE SIROP F/100ML,14,2,"3,225",
1456681,PALUMAX 15MG/90MG PDRE SUSP BUV F/60ML,4,0,"2,000",
8082575,PALUMAX 20MG/120MG B/6,1,2,830,
8171876,PALUMAX 40 B/6,3,3,"1,940",
8170552,PALUMAX 80/480MG CP B/6,16,0,"2,000",
8182176,PALUMIL 20MG/120MG ENF/JUN B/6,4,2,950,
8182236,PALUMIL 80/480MG AD B/6,1,1,"2,650",
8509051,PALUVA 180MG/1080MG PDRE SUSP BUV F/60ML,39,10,"1,325",
8585342,PALUVA 40MG SOL INJ/1ML B/6,53,4,"2,510",
8509016,PALUVA 40MG/240MG CPR ENR SECB/6,57,5,"1,500",
8629648,PALUVA 60/360MG CP B/6,65,0,"1,500",
8509039,PALUVA 80/480MG CP B/6,775,35,"1,750",
8508985,PALUVA CPR 20/120MG BT6,19,3,"1,010",
8585320,PALUVA INJ 80MG INJ B/6,62,6,"2,705",
1684641,PIPSON 90MG/720MG SUSP BUV F/60ML,1,2,"3,440",
1215861,PLASMINAL 180MG/1080MG 60ML,23,3,"1,500",
1270201,PLASMINAL 20MG/120MG CP B/6,644,2,600,
1215851,PLASMINAL 80/480MG CP B/6,22,3,"1,970",
8147429,PLASMOCID 20/120MG CPB/6,93,3,680,
8147441,PLASMOCID 80/480 MG CP B/6,1,0,"1,770",
1401071,PLASMOCUR 20/160 CP DISP B/6,11,2,"1,515",
1401091,PLASMOCUR 80/640 MG CP B/6,8,2,"3,360",
1401101,PLASMOCUR 80/640 MG CP B/8,5,2,"4,240",
1260701,PLASMOCUR 90/720 SUSP 60ML,8,3,"2,065",
8141378,PLUFENTRINE 20/120MG CP DISP B/6,425,22,870,
8141384,PLUFENTRINE 40/240MG CP DISP B/6,444,7,"1,470",
8454278,PLUFENTRINE 60/360MG CP B/6,131,37,"2,000",
8141390,PLUFENTRINE 80/480MG CP B/6,"1,208",139,"2,030",
1312491,QUINEX 300MG CPR PELL B/18,60,0,"3,030",
3436488,QUINIMAX 125MG COMP B/18           ,111,0,"4,090",
3413501,QUINIMAX 500MG COMP B/9            ,35,3,"6,080",
2295577,QUININE  CREAT 300MG CP CH,6,0,"13,090",
1556051,RIDMAL  DT 20/160MG CP B/3,46,0,"2,070",
1190681,RIDMAL  DT 40/320MG CP B/3,36,7,"2,340",
1306271,RIDMAL 120/960MG CP B/3,98,19,"2,890",
1190691,RIDMAL 40/320MG CP B/6,4,0,"3,035",
1306241,RIDMAL 60MG/480MG CPR B/3,49,7,"2,760",
1306251,RIDMAL 80/640 MG B/3,102,5,"2,760",
1306261,RIDMAL 80/640MG CP B/6,251,11,"3,310",
8144098,R-LUME 180/1080MG FL/60ML,2,1,"2,480",
8139393,R-LUME 20/120MG CP B/6,1,0,830,
8110337,R-LUME 80MG/480MG CP B/6,3,3,"2,755",
2297085,SP LIC CPR SEC 525MG BT3           ,16,9,500,
1312271,SUNAVEINE 120MG IV PDR INJ B/1,125,6,"2,480",
1312261,SUNAVEINE 60MG IV PDR INJ B/1,142,10,"1,445",
8151336,SYNRIAM 150MG/750MG CP B/3,39,2,"3,040",
1655031,SYNRIAM DT 37.5/187.5MG CP/3,5,1,"1,240",
1404461,TERCO 560 CP B/6,2,1,"2,620",
1548471,TERCO NOUR PDR SUSP FL/30ML,3,2,"1,210",
8160944,TONTHER 80MG S.INJ B/6,346,15,"2,480",
,,Nombre d'articles :,171,,
Code Géo :,APHRODISIAQUES,,,,
Code,Désignation,Qté vendue,Stock,Prix de vente,
2268965,BOIS BANDE SOL BUV F/125ML         ,1,1,"6,605",
8413693,BOOM 100MG CP B/10,2,1,"3,310",
8170138,ENERGITOUL SP F/125ML,1,1,"7,060",
2273274,KAMAX GELULE B/50                  ,4,2,"11,800",
8021007,PROCOMIL 5MG DRAG BT/30 CP         ,1,0,"6,090",
2001630,PROCOMIL SPRAY F/15G               ,18,2,"7,250",
1324751,PROSTATER GEL B/50,3,2,"8,115",
8102415,PROSTENAL CAPS B/30,1,0,"9,838",
2273647,SOUTRA CPR B/50                    ,2,1,"9,630",
8112661,TADAGEN 20MG CPR B/1,3,1,"5,510",
8508933,TADAL 20MG CP B/3,13,5,"1,460",
1226821,TANGO 100MG CP PELL B/2,73,0,"1,000",
8394754,TRE-BON CP 100MG B/10              ,65,4,"3,910",
7659570,VIRIMAX GEL B/15                   ,1,1,"3,230",
,,Nombre d'articles :,14,,
Code Géo :,BEBE FARINES ET POTS,,,,
Code,Désignation,Qté vendue,Stock,Prix de vente,
6151651,BLEDINE BISCUIT LAIT B/250G,27,8,"2,005",
8206712,BLEDINE FRUITS ET LAIT B/250G,45,3,"1,605",
2252912,BLEDINE LACTEE BANANE  B/250G,16,2,"1,990",
0267381,BLEDINE LACTEE CROISSANCE 250G     ,28,8,"1,960",
6052222,BLEDINE LAIT MIEL B/250G,18,1,"1,990",
2294945,CERELAC 3 FRUITS FARINE BT/400G   ,31,3,"3,210",
2284510,CERELAC BLE B/400G                 ,115,8,"2,520",
6221007,CERELAC BLE ET LAIT SACH 200G ,15,0,"1,375",
1577431,CERELAC BLE MIEL B/250G,14,0,"1,375",
8211825,CERELAC LACTEE BLE SACHET 50G,151,12,325,
2293466,CERELAC MIEL ET LAIT SACHET P/ 250G            ,74,11,"1,375",
8103231,FRANCE LAIT CERE  BLE BISCUIT,26,0,"2,080",
8103248,FRANCE LAIT CERE BLE FRUI 250G,60,4,"1,825",
8137224,FRANCE LAIT DIASTASEE P/250G,67,5,"1,825",
8162216,NINOLAC BLE LAIT MIEL B/200G,4,0,"1,680",
8162222,NINOLAC LAIT BLE 5 FRUIT 200G             ,8,0,"1,680",
5900852,NURSIE 3 CROISSANCE B/300G,11,1,"2,400",
1802661,PHOSPHATINE LACT BISCUIT 250G      ,141,12,"1,270",
0925611,PHOSPHATINE LACTEE FRUIT 250G      ,160,21,"1,355",
8114708,PHOSPHATINE MIEL 250G              ,85,10,"1,230",
8114714,PHOSPHATINE MULTICEREALES B/200G,71,8,"1,230",
,,Nombre d'articles :,21,,
Code Géo :,BEBE LAITS,,,,
Code,Désignation,Qté vendue,Stock,Prix de vente,
2267724,BLEDILAIT CROISSANCE 400G          ,10,3,"3,690",
1237851,CELIA DEVELOP 1 B/400G,3,9,"4,090",
8302261,FRANCE LAIT 1 1ER AGE PDRE B/400G,143,0,"4,320",
2259908,FRANCE LAIT 2EME AGE 400G B/1,25,10,"4,320",
2266742,FRANCE LAIT 3EME B/400G      ,6,9,"4,320",
8149084,FRANCE LAIT CONFORT 1 B/400G,3,9,"4,625",
8190023,GUIGOZ 1 VERT BTE 400G             ,117,2,"3,585",
8190046,GUIGOZ 2 ROUGE BTE 400G            ,24,14,"3,560",
2264795,NAN 1 AGE LAIT B/400G                 ,73,7,"4,880",
8300262,NAN 2 AGE LAIT B/400G,43,12,"4,910",
1736511,NAN 3 AGE LAIT CROIS B/400G     ,38,11,"4,395",
1294181,NAN COMFORT 1 LAIT PDRE B/400G,34,6,"5,080",
1294191,NAN COMFORT 2 LAIT PDRE B/400G,18,13,"5,110",
1232881,NIDO 1+900G,36,6,"6,810",
1232871,NIDO 1+LAIT CROISS B/400G          ,81,7,"3,255",
2274894,NURSIE 1 BOITE FER 400G,94,12,"4,140",
2254957,NURSIE 1 BOITE FER 900G,16,3,"8,210",
2298618,NURSIE 2 BOITE FER 900G,18,2,"8,210",
2274730,NURSIE 2 LAIT B/400G               ,24,9,"4,165",
1692381,NURSIE 3 CROISSANCE B/400G,24,0,"3,920",
8106206,NURSIE CONFORT 1 B/400G            ,46,9,"4,865",
8106212,NURSIE CONFORT 2 B/400G            ,34,11,"4,830",
8147754,NURSIE EXPERTISE 1 B/400G,38,3,"5,560",
8147760,NURSIE EXPERTISE 2 B/400G,27,7,"5,595",
1947651,NURSIE FORTINUTRI 1 ,1,6,"2,390",
1620431,PHYSIOLAC 1ER AGE 400G,20,12,"4,660",
1520291,PHYSIOLAC 1ER AGE 800G ,6,0,"8,540",
1620441,PHYSIOLAC 2EM AGE 400G,15,4,"4,660",
1585161,PICOT NUTRI QUOTI 1ER AGE 400G     ,11,9,"4,405",
9743524,PICOT NUTRI QUOTI 2AGE 400G        ,2,10,"4,355",
8115286,PRE FRANCE LAIT B/400G,1,0,"10,828",
2262626,PRE NURSIE LAIT BT/400G            ,36,3,"4,740",
8146826,PRIMALAC AC 0-12 MOIS LAIT B/400G,16,3,"6,340",
8146861,PRIMALAC PREMIUM 1 LAIT B/400G,55,5,"5,520",
8146884,PRIMALAC PREMIUM 3 LAIT B/400G,2,9,"5,470",
,,Nombre d'articles :,35,,
Code Géo :,BIEN-ETRE AD,,,,
Code,Désignation,Qté vendue,Stock,Prix de vente,
6550026,CANDEREL B/300                     ,2,2,"7,200",
6549997,CANDEREL COMP SOD.B/100            ,14,1,"3,020",
8158427,CELLIFLORE BRULE GRAISSE B/20,4,2,"3,270",
8103314,CELLIFLORE THE MINCEUR SACH B/20,2,1,"2,855",
8103320,CELLIFLORE VENTRE PLAT SACH/20,2,0,"2,690",
0341010,FOREVER ALOE BERRY NECTRAR GEL ANTIOXYDANT F/1L,2,0,"20,000",
0771100,FOREVER ALOE BITS PEACHES GEL BIEN ETRE F/1L,16,1,"23,000",
1960146,FOREVER FREEEDOM GEL ARTICULATION F/1L,1,0,"20,000",
8189942,GLUCOMETRE ACCU CHEK ACTIVE BANDELET B/50,11,2,"12,490",
8189936,GLUCOMETRE ACCU CHEK ACTIVE BANDELETTES B/25,11,2,"8,270",
3006428,GLUCOMETRE ACCU CHEK ACTIVE KIT MG/DL,10,1,"14,570",
8101829,GLUCOMETRE ACCU CHEK LANCETTE B/25,14,2,"1,800",
2474366,GLUCOMETRE ON CALL EXTRA BANDELETTE B/25,2,0,"6,610",
1444051,GLUCOMETRE ON CALL PLUS BANDELETTE B/50,1,1,"10,530",
1653131,JUVAMINE BRULE GRAISSE B/14,24,3,"3,100",
8105170,NUTRASEL B/250G,28,1,"2,360",
8105164,NUTRASUCRE B/475G,26,2,"2,270",
1293501,NUTRASUCRE B/750G,8,2,"3,400",
8105158,NUTRASUCRE B/950G,4,2,"4,340",
6148092,SEL D B/300G                       ,22,2,"3,600",
1638951,TENSIOMETRE SPENGLER BRAS SPG440,1,1,"31,140",
2268681,THE CATHERINE B/8,5,2,"1,890",
8118296,THE CATHERINE SACH B/32,2,2,"7,340",
8298849,THE CATHERINE SACH B/8,3,0,"1,665",
8127007,THE CATHERINE SCHT B/16,9,2,"3,780",
1308024D,THE LIVEN COFFE ORIGINAL P/420GX20 SACH  (DETAIL),1,0,500,
1308240,THE LIVEN COFFE SUCRE DIABETIQUP/300GX20 SACH,1,0,"8,800",
1308240D,THE LIVEN COFFE SUCRE DIABETIQUP/300GX20 SACH  (DETAIL),8,0,500,
120017D,THE LIVEN COFFEE CAPPUCCINO  (DETAIL),5,0,500,
,,Nombre d'articles :,29,,
Code Géo :,BIEN-ETRE BEBE,,,,
Code,Désignation,Qté vendue,Stock,Prix de vente,
2270465,BABY GALIPETE LAIT TL  F/500ML,16,1,"2,490",
2270442,BABY GALIPETTE BAIN MOUS 500ML,15,2,"2,070",
2270459,BABY GALIPETTE CR LAV.500ML,6,2,"2,565",
207,BABYTIME BIB ENSEMBL VER 3EN1,3,2,"8,500",
069,BABYTIME BIB PLAST A MANCH F/250ML,3,1,"4,000",
065,BABYTIME BIB PLAST F/250ML,6,0,"3,500",
073,BABYTIME BIB VER F/250ML,52,24,"3,700",
198,BABYTIME CHAINETTE ,3,1,"1,500",
197,BABYTIME CHAINETTE  001,1,1,"1,500",
DD70,BABYTIME DIQUE DEMAQUILLANT 70PCS,17,18,"1,000",
202,BABYTIME GOUPILLON ,4,0,"3,000",
122,BABYTIME SUCCET 0-6M,3,3,"1,700",
125,BABYTIME SUCCET 0-6M TRANSP ,7,1,"1,700",
128,BABYTIME SUCCET 0-6MOIS,5,2,"2,000",
143,BABYTIME SUCCET ORTHO ,4,3,"2,000",
138,BABYTIME SUCCET+COUVERT,1,2,"2,000",
219,BABYTIME SUCET +CHAINET,4,4,"3,300",
6522142,BIB REMD VERRE REGUL ROSE F/240ML,1,0,"5,120",
1671931,BIOLANE LAIT CORPS HYDRAT 350ML,2,2,"6,740",
7248677,BIOLANE LAIT TOIL DOUC SS RINC F/750ML,2,2,"8,090",
7628871,BIOLANE SAV DOUX SURGRAS /150G,5,1,"3,990",
1292981,CHATEAU ROUGE BB GEL 2EN1 F/500ML,1,1,"10,790",
1321321,CHATEAU ROUGE BB LT TOIL 500ML,2,1,"10,780",
8179702,CHATEAU ROUGE LAIT ULTRA HYD F/500ML,2,1,"12,760",
1661531,CHATEAU ROUGE SURG TIA 150G,4,1,"4,760",
2270991,COTON TIGE LOTUS BT/190            ,3,2,"1,525",
181,COUPE ONGLE NOURISSON ,1,0,"2,000",
2471939,FIT JOY GELU B/30,21,3,"3,890",
8380999,GALIPETTE BAIN MOUSSANT F/500ML,2,0,"2,275",
8339212,HT 26 BB GEL NETTOYANT F/500ML,1,1,"12,090",
0000243,HT 26 BB SAVON PAIN 200G,1,1,"6,650",
2478509,JOHNSON BB SAVON PAIN BL 85G,1,1,"3,375",
8394352,KIT VOYAGE PIERROT AD/1,1,0,"3,450",
6043780,KL BB GEL LAV DX 500ML,4,0,"9,900",
6044005,KLORANE BB LAIT HYDR F/500ML,2,2,"10,090",
1364351,LINGETTE  JOYA F COTON /72,7,2,910,
L100,LINGETTE 100PCS,2,3,"1,500",
L72,LINGETTE 72PCS,3,0,"1,000",
1364361,LINGETTE JOYA A DOUCE/72,20,2,910,
1364341,LINGETTE JOYA CAMOMILL /72,16,4,910,
1676191,LINGETTES MY BABY PAQ/8,12,4,"1,200",
1299671,LOTION A.MOUSTIQ MOUSTIGUARD,32,4,880,
1220931,MUSTELA BB CR CHANG 123 VIT 50ML,1,0,"3,620",
2482936,MY BABY BAG KIT SOIN BB ,3,1,"6,200",
2482947,MY BABY CREME HYDRATANTE 200ML,2,3,850,
2482938,MY BABY EAU DE COLOGNE 365ML,4,3,"1,590",
2482939,MY BABY EAU DE COLOGNE 755ML,1,1,"2,630",
2482940,MY BABY GEL LAVANT DOUX 365ML,11,2,"1,080",
2482941,MY BABY GEL LAVANT DOUX 755ML,23,1,"1,750",
2482937,MY BABY HUILE DE MASSAGE 110ML,18,2,860,
2482942,MY BABY LAIT DE TOILETTE 365ML,10,2,"1,095",
2482943,MY BABY LAIT DE TOILETTE 755ML,5,2,"1,695",
2482946,MY BABY PMMADE NRRISSANTE 200ML,5,0,"1,000",
2482944,MY BABY TALC DE TOILETTE 250G ,3,0,705,
2482945,MY BABY TALC DE TOILETTE 500G,1,2,"1,040",
8720633,PRECIX TIRE LAIT MANUEL,2,1,"19,995",
PB250,PROTEGE BIBERON,1,1,"6,000",
7665429,REMD BIB VERRE CAOUT CARAMEL F/240ML,2,0,"4,230",
1022032,REMD BIB VERRE CAOUT CIEL F/240ML,2,0,"6,000",
137,SUCETTE ORTHO OPAQ+COUV N1,1,3,"2,000",
105,TASSE A MANCHE 250ML,1,1,"4,000",
7952399,TETINE REM SUPER CA 141000,2,1,"1,840",
,,Nombre d'articles :,62,,
Code Géo :,COLLYRES,,,,
Code,Désignation,Qté vendue,Stock,Prix de vente,
3476720,ALLERGODIL COLL F/6ML              ,1,0,"3,750",
8072909,APDROPS CY FL/3ML,3,2,"3,130",
8177011,APDROPS DX CY FL/3ML,4,1,"3,790",
8113548,ARTELAC COLL F/10ML,4,2,"3,540",
1666591,ARTILARMES 0.5% CY F/10ML,11,2,"3,030",
8597948,AUGOCIN 0.3% COLL F/10ML,1,0,"1,000",
2264223,AUREOMYCINE VALDA 1 PDE OPHT       ,37,0,420,
3912664,AZARGA CY F/5ML,1,1,"18,240",
3543497,AZOPT/10ML COLLYRE FL/5ML          ,10,1,"13,300",
3820382,AZYTER 15MG CY UNIDOSE             ,2,1,"5,540",
8113850,BONCIPRO 0.3% GOUTTES EXT F/5ML,1,1,"2,100",
8109788,"BRIMO 0,2% COLL F/5ML",2,2,"8,400",
1477651,CARBOSOL CY FL/10ML,3,2,"1,650",
3578892,CARTEOL 1% LP CY F/3ML             ,2,3,"7,400",
3578952,CARTEOL 2% LP COLLYRE FL/3ML       ,18,2,"7,400",
3130594,CATACOL POS CY FL/10ML             ,31,2,"1,200",
1312291,CEPROLEN 0.3 COLLY F/5ML,1,2,"1,790",
3021741,CHIBRO CADRON COLLYRE FL 5ML       ,10,2,"2,040",
3313225,CHIBROXINE CY FL/5 ML              ,6,2,"3,140",
3373753,"CILOXAN 0,3% COLLYRE FL/5ML        ",7,2,"4,270",
2291579,"CIPRO 0,3% COLLYRE F/5ML",5,2,"2,880",
3013285,COLLYRE LAITER BLEU FL/10ML        ,10,2,"1,955",
8113956,CORNEREGEL GEL OPHT T/10G,6,3,"3,115",
3194631,CORRECTOL CY FL/10ML               ,115,0,"1,100",
1666621,CRISTABION CY F/5ML,10,2,"1,240",
1596201,CROGENTA 0.3% CY F/5ML,37,0,950,
2253521,CROMAX 2 CY F/10ML                 ,4,0,"2,175",
2266044,CROMSOL 2% COLL F/5ML              ,24,4,"1,100",
3029955,DESOMEDINE COLLY FL/10ML           ,9,2,"1,890",
9000421,DICLOCED 0.1% CY F/10ML,8,0,"5,370",
1455881,DICLOCHEK 1MG/ML CY FL/5ML,23,3,"2,065",
2299865,DIFENASOL COLL F/5ML               ,34,1,"1,150",
1344531,DORSUN T 2% 0.5% CY,3,2,"10,290",
2266475,"FLOXSOL 0,3% CY F/5ML              ",15,1,"1,150",
1594011,FLUBIFEN COLLYRE 5ML,4,2,"3,890",
8128455,FLUCA COLL F/5ML,7,2,"4,230",
3473495,FRAKIDEX CY FL/5ML                 ,57,3,"2,330",
8124813,GATISTAR COLL F/5ML,5,2,"3,600",
7068291,GELTIM LP 0.1% COLLYRE UNIDOSES B/30,10,1,"8,665",
8113867,GENTA 0.3% GTTE FL/5ML,210,25,"1,410",
8412535,GENTAMICINE TM OLLYRE F/5ML,424,5,720,
2257507,"GENTASOL 0,3% CY F/5ML             ",18,0,"1,200",
1390651,GENTYL 0.3% CY F/5ML,28,0,"1,000",
8197060,HYFRESH 0.2% CY F/10ML,4,2,"4,630",
3419538,"INDOCOLLYRE 0,1% CY FL/5ML         ",11,4,"3,360",
1666631,INDOTIMOL 0.5% CY F/5ML,25,3,"1,470",
3593101,LIPOSIC GEL OPHT.T/10G             ,7,1,"2,270",
3065253,MAXIDROL CY FL/3ML                 ,243,8,"1,890",
3198356,MAXIDROL POMMADE OPHT              ,18,0,"1,410",
8004061,MAXISPORIN COLL F/5 ML             ,2,2,"1,880",
8152583,MO FLOREN COLLYRE F/5ML,6,2,"3,620",
3069498,MYDRIATICUM CY FL/10ML             ,2,1,"2,010",
3356341,"NAABAK 4,9% COLLYRE F/5ML          ",2,5,"3,500",
3267028,NAAXIA CY FL/5ML                   ,4,0,"3,360",
2292774,NEOMDEXSOL COLL F/5ML              ,17,3,"1,150",
2292194,NEOPRED COLL F/5ML                 ,4,1,"2,340",
8152979,NEUGEN GTTE YEUX OREIL 0.3/0.25 5ML,1,1,895,
8151299,NEULATAN 0.5% COLL F/2.5ML,2,2,"9,480",
2284591,"NORMOPTIC 0,5 COLLYRE FL/5ML       ",5,2,"2,000",
1179911,OFUSIDIC 1% CY F/5G,4,1,"3,770",
1666641,OLANDO 0.1% CY F/5ML,3,2,"3,030",
8123506,"OLOPAT 0,1% COLL F/5ML",3,2,"5,250",
1293511,OLOTOP 0.1% COLLYRE FL/5ML,2,2,"4,135",
3598972,OPATANOL 1MG CY F/5ML              ,2,1,"5,100",
8123245,OPHTACINE CY FL/5ML,1,1,"1,410",
1666661,OPHTALGYNE 0.1% COLLY F/5ML,6,2,"2,990",
8111650,OPTIDEX-T COLL F/5ML,10,2,"2,800",
8116570,OPTIFLOX COLL F/5ML,18,3,"2,480",
8128449,OPTIFRESH CY F/10ML,25,2,"2,480",
2253432,OPTIMOL 0.5% COLLYRE 5ML,7,2,"1,580",
8116593,OPTIPRED 1% COLL F/5ML,12,2,"2,340",
2253596,"OPTOVISC 0,3% COLL F/10 ML         ",4,1,"1,170",
1293521,OTOFLU 3% SUSP AURICULAIRE F/5ML,1,2,"5,880",
1338661,PATADIN 0.1 CY FL/5ML,3,2,"3,720",
8124871,POLYFRESH CY F/10ML,26,3,"3,600",
8491279,QUINOTHERAM 0.5% COLLYRE,2,1,"3,100",
9001685,RETIFEN CY 5MG/5ML,3,0,"1,720",
8117523,RONIC 1MG CY F/5ML,1,1,"1,390",
8114915,SOFTDROPS CY 10ML,2,2,"2,480",
3098040,SOPHTAL POS CY FL/10ML             ,1,2,"1,170",
3138414,STERDEX POM OPHT CAPS B/12         ,8,2,"1,970",
8152732,TAMIGEN COLLYRE GTTES AURICULAIRES,1,2,"1,130",
1666081,"TCINEX 0,3% CYLL FL/5ML",1,1,"1,650",
2275066,"TIMOSOL 0,5% COLL F/5ML            ",25,3,"1,120",
3442997,TOBRADEX COLLYRE FL/5ML            ,20,1,"3,360",
2038946,"TOBRADEX POM OPHT 3,5G",13,1,"3,350",
3280543,TOBREX CY FL/5 ML                  ,19,0,"2,100",
8438776,TRAVONORM CY F/5ML,2,2,"13,220",
1167451,TRILLERG CY FL/10ML,20,2,"3,470",
2252326,VISIODIS COLL F/10ML               ,3,0,"1,105",
3113437,VIT B12 DULCIS COLLYRE FL/5ML      ,2,1,"7,050",
8196712,XANTERNET 0.4ML GEL UNID B/20,1,1,"13,780",
8116618,XOLAMOL COLL F/5ML,9,0,"10,410",
,,Nombre d'articles :,93,,
Code Géo :,COSMETIQUES,,,,
Code,Désignation,Qté vendue,Stock,Prix de vente,
1308011,23 FAMOS LAVANDE 200ML,3,0,"1,200",
1308021,23 FAMOS NATURELLE 200 ML ,3,2,"1,200",
1308001,23 FAMOS ROSE 200ML,5,2,"1,200",
1308031,23 FAMOS VETIVER 200ML,8,2,"1,200",
1308041,23 FAMOS VIOLETTE 200ML,6,2,"1,200",
8155765,ACNET HLE MEDICALE 100ML,6,2,"3,400",
8170569,ACNET LAIT MEDICAL 250ML,25,2,"3,850",
8181768,ACNET LOTION FLORALE F/125ML,4,2,"2,950",
8142047,ACNET LOTION MEDICALE F/125ML ,12,2,"4,530",
8155759,ACNET SAVON MEDICAL 250GR,51,5,"1,120",
8684958,AIDA CREM ECLAIR 40ML              ,6,1,"4,990",
4587798,AMARYS CREME VISAGE PURIFIANT 40ML,15,2,"2,576",
7798099,AMARYS LAIT CORPS AMANDE F/400ML      ,4,1,"5,225",
7798113,AMARYS LAIT JOJO AVOCAT 400ML      ,5,1,"5,420",
7798107,AMARYS LAIT SOJA PURIF 400ML       ,5,2,"5,920",
195,ANT-MOUSTIQUE SPRAY,1,0,"4,500",
8781899,ARKO PERLES DE PEAU HYDRATANT CAPS B/180,1,0,"25,225",
6212136,AVENE CLEANANCE EAU MICELL NETT 400ML,1,1,"13,805",
8724594,AVENE XERACALM NUTRIT FL/400ML,1,1,"16,445",
8152040,AVIATOR AUTHENTIC EDT 100ML,2,2,"9,200",
8171793,AVIATOR BLACK EDT 100ML,2,1,"9,760",
8172746,AVIATOR DEO SPRAY BLACK 200ML,14,1,"2,080",
CM13,BABYTIME COUCHE AD LARGE PREDO,1,2,"10,000",
355555,BEL PO CREME UNIFORME POT F/100ML,6,1,"2,815",
55556,BEL PO CREME VISAGE EXTRA PLUS F/50ML,1,1,"4,060",
3585,BEL PO HUILE ECLAIRC F/100ML,2,1,"5,100",
53333323,BEL PO LOTION EXTRA PLUS F/125ML,2,1,"4,500",
