GRANDE PHARMACIE DE TANDA,,,,,
"DR TCHUERE ALEXIS
TANDA
8646664,ASARTEM P 40/320MG CP B/9,1,1,"3,445",
8551722,ASMETHER L 40/240MG CP B/6,2,0,"1,035",
8488917,ASMETHER L CP 80/480MG B/6,1,2,"2,755",
2291183,ASU DENK FIXED DOSE CPR BT/3       ,3,0,"3,510",
1208131,ATHRITA 20MG/ML S.INJ 1ML B/6,4,2,"3,445",
1208141,ATHRITA 40MG/ML SOL INJ 1ML B/6,3,2,"4,080",
1208151,ATHRITA 60MG/ML S.INJ 1ML B/6,1,2,"4,550",
1208161,ATHRITA 80MG/ML INJ 1ML B/6,11,1,"4,990",
8154671,AUROTHER 80/480MG CP B/6,79,3,"1,860",
1792431,AZUNATE 60MG PDRE SOL INJ F/1 AMP,40,0,"1,720",
8147613,BIMALARIL 20/120MG  CP B6,3,2,"1,450",
8147636,BIMALARIL 40/240 CP B/6,3,2,"2,400",
8147642,BIMALARIL 60/360 CP B/6,23,5,"2,760",
2255974,BIMALARIL 80/480 CP B/6                   ,105,4,"2,330",
2255098,BIMALARIL BB SP F/30ML             ,104,12,"1,500",
2255081,BIMALARIL ENFT SP F/30ML           ,46,5,"2,660",
8147607,BIMALARIL PLUS GELULES B/6,32,3,"3,430",
8168383,CHINTHER 80/480 CP B/6,4,2,"2,360",
2283284,CO ARINATE FDC AD CP B/3           ,346,15,"2,960",
2283350,CO ARINATE FDC ENF CP B/3          ,23,10,"2,410",
2287684,CO ARTESIANE SUSP F/60ML           ,14,2,"2,235",
2252964,CO ARTESIANE SUSP FL/120ML         ,9,3,"4,270",
8111638,COARTEM 20/120MG DISP CP B/12,5,3,"2,070",
8109185,COARTEM 20/120MG DISP CP B/6,34,2,"1,190",
8150845,COARTEM 80/480MG CP B/6,155,12,"2,630",
2293934,COFANTRINE 180/1080MG SP FL/60ML   ,8,2,"2,685",
2256761,COFANTRINE 20/120MG CP DISP.B/6    ,8,2,"1,100",
2267859,COFANTRINE AD 80/480MG CP B/6      ,10,4,"2,690",
8426000,COMBIART 80/480MGCP B/6,32,3,"2,200",
8694640,COMBIART SUSP 15MG/90MG 60ML,3,2,"2,730",
8197002,COMBIMAL CP/DETAIL                 ,7,4,470,
1303971,CO-PALUTEM 80/480MG CP B/6,19,0,"2,000",
1234001,D-ARTEP 80/640MG CP PEL B/6,15,2,"3,790",
8129348,D-ARTEPP 40/320MG CP PELL B/9,1,2,"3,785",
1330131,DIARTEM IG AD 120/960 MG CP B/3,2,1,"3,030",
2273245,DIE KOUADIO GEL B/50  STERRE,3,1,"5,000",
1330411,DIP 3 40/320 CPR SEC B/9,9,0,"2,895",
8163380,DIPHOS 40MG/320 CP B/9,13,3,"3,170",
1417321,DPQUINE 40-320MG CP B/9,4,4,"3,350",
1405631,DPQUINE 90-720 SUSP FL/60ML,16,4,"2,310",
1128831,DUARTEM 80/480MG COMP B/6,1,1,"2,510",
8170836,DUOQUIN 40/320MG CP B/9,17,7,"2,500",
8700180,DUOTAB CP 40/320MG B/9,2,0,"2,750",
1236941,DUOTEM 40MG/320MG CPR B/9,3,2,"3,680",
8179903,EBURMETHER 80MG IM SOL INJ B/6,1,1,"3,005",
8175443,EURARTESIM 320MG/40MG CPR B/9,1,1,"3,305",
2287862,FANSIDAR COMP B/3                  ,8,0,"1,240",
8144081,FANTEM FORT CP 80/480 B/6,1,1,"2,090",
1675072,FANTRINE 80/480MG CP,1,0,"2,350",
8152181,GEN M 15MG/90MG S.BUV FL/30ML,3,1,"1,390",
8152206,GEN M 40/240MG CP DISP B/12,3,1,"2,355",
8152229,GEN M 80MG/480MG CP B/6,2,3,"2,480",
1336131,LA DS 80/480MG CP B/6,1,1,"1,930",
1353441,LA FORTE 40/240MG CP B/2*6,1,0,"2,030",
2297978,LARIDOX 525MG CP B/3               ,191,47,610,
8151230,LARINATE 60MG PDR S.INJ 5ML,1,9,"1,240",
8061633,LARITEM 20/120MG CPR B/6,95,3,705,
8141421,LARITEM 40/240MG CP B/6,6,3,"2,040",
8144247,LARITEM 60/360MG CP B/6,5,3,"1,930",
8022923,LARITEM 80/480MG CP B/6            ,158,30,"2,030",
8170799,LARITEM DT 20/120MG CPR DISP B/6,29,3,700,
2297984,LARITHER 40MG INJ AMP 1ML B/6      ,3,0,"4,020",
2264105,LARITHER 80MG INJ B/6              ,33,4,"5,770",
8181082,LUFANTER 80/480MG SACHET B/6,1,1,"2,545",
8172083,LUFAR 80/480MG CP B/6,40,4,"2,750",
8142691,LUFENART 40/240MG CP B/12,1,0,"2,890",
8512863,LUMETER 40/240 CP B/12,3,0,"2,055",
8512857,LUMETER 80/480 CP B/6,9,2,"2,050",
8018287,LUMIART 80/480MG CP B/6,11,2,"3,245",
8149285,LUMITER DS 80/480 CP B/6,20,2,"2,170",
8437699,LYATEM 20MG/ML IM SOL INJ AMP/1ML B/6,44,6,"1,210",
8147949,LYATEM 80MG/ML SOL INJ B/6,18,4,"3,050",
8180183,LYATER 80MG/480MG CP B/6,479,11,"2,000",
8178080,MALACUR 40/320 CPR B/12,2,2,"3,860",
2260171,MALACUR 40MG/320MG CP B/9        ,6,2,"3,580",
8085846,MALACUR SP FL 60MG                 ,15,3,"2,510",
2478595,MALAFENTRINE 180MG/1080MG PDRE SUSP BUV,71,20,"1,580",
2478596,MALAFENTRINE DS 80/480 CPR B/6,154,152,"1,575",
8123825,MALATRINE 180/1080 SUSP 60ML,2,1,"1,995",
1525631,NORMALARI UNE 20MG/120MG B/6,3,0,740,
1525641,NORMALARI UNE 80MG/480MG B/6,64,0,"1,680",
1762451,PALUCARE 20/120MG CP B/6,1,0,"1,650",
1288401,PALUCURE 80/480MG CP B/6,8,1,"2,135",
1288381,PALUCURE DT 20/120MG CP DISP B/6,4,2,680,
8619822,PALUDOSE SIROP F/100ML,2,2,"3,225",
1456681,PALUMAX 15MG/90MG PDRE SUSP BUV F/60ML,7,0,"2,000",
8082575,PALUMAX 20MG/120MG B/6,1,2,830,
8171876,PALUMAX 40 B/6,1,3,"1,940",
8170552,PALUMAX 80/480MG CP B/6,18,0,"2,000",
8182176,PALUMIL 20MG/120MG ENF/JUN B/6,16,2,950,
8182236,PALUMIL 80/480MG AD B/6,6,1,"2,650",
8509051,PALUVA 180MG/1080MG PDRE SUSP BUV F/60ML,34,10,"1,325",
8585342,PALUVA 40MG SOL INJ/1ML B/6,11,4,"2,510",
8509016,PALUVA 40MG/240MG CPR ENR SECB/6,46,5,"1,500",
8629648,PALUVA 60/360MG CP B/6,73,0,"1,500",
8509039,PALUVA 80/480MG CP B/6,596,35,"1,750",
8508985,PALUVA CPR 20/120MG BT6,2,3,"1,010",
8585320,PALUVA INJ 80MG INJ B/6,77,6,"2,705",
1279061,PLASMETHER 40MG/ML S.INJ B/6,3,0,"1,700",
1215841,PLASMETHER 80MG INJ B/6,2,0,"3,860",
1215861,PLASMINAL 180MG/1080MG 60ML,7,3,"1,500",
1215871,PLASMINAL 360MG/2160MG 120ML,4,1,"1,800",
1215851,PLASMINAL 80/480MG CP B/6,27,3,"1,970",
8147429,PLASMOCID 20/120MG CPB/6,1,3,680,
1401071,PLASMOCUR 20/160 CP DISP B/6,3,2,"1,515",
8455987,PLASMOCUR 40/320MG CPR DISP B/6,4,0,"1,965",
1401091,PLASMOCUR 80/640 MG CP B/6,17,2,"3,360",
1401101,PLASMOCUR 80/640 MG CP B/8,2,2,"4,240",
1260701,PLASMOCUR 90/720 SUSP 60ML,4,3,"2,065",
8141378,PLUFENTRINE 20/120MG CP DISP B/6,180,22,870,
8141384,PLUFENTRINE 40/240MG CP DISP B/6,296,7,"1,470",
8454278,PLUFENTRINE 60/360MG CP B/6,148,37,"2,000",
8141390,PLUFENTRINE 80/480MG CP B/6,497,139,"2,030",
1312491,QUINEX 300MG CPR PELL B/18,165,0,"3,030",
3436488,QUINIMAX 125MG COMP B/18           ,30,0,"4,090",
3413501,QUINIMAX 500MG COMP B/9            ,18,3,"6,080",
1556051,RIDMAL  DT 20/160MG CP B/3,61,0,"2,070",
1190681,RIDMAL  DT 40/320MG CP B/3,70,7,"2,340",
1306271,RIDMAL 120/960MG CP B/3,68,19,"2,890",
1190691,RIDMAL 40/320MG CP B/6,6,0,"3,035",
1306241,RIDMAL 60MG/480MG CPR B/3,43,7,"2,760",
1306251,RIDMAL 80/640 MG B/3,49,5,"2,760",
1306261,RIDMAL 80/640MG CP B/6,76,11,"3,310",
8110337,R-LUME 80MG/480MG CP B/6,2,3,"2,755",
2297085,SP LIC CPR SEC 525MG BT3           ,15,9,500,
1312271,SUNAVEINE 120MG IV PDR INJ B/1,97,6,"2,480",
1312261,SUNAVEINE 60MG IV PDR INJ B/1,242,10,"1,445",
8151336,SYNRIAM 150MG/750MG CP B/3,21,2,"3,040",
1655031,SYNRIAM DT 37.5/187.5MG CP/3,6,1,"1,240",
1655041,SYNRIAM DT 37.5/187.5MG CP/6,2,0,"2,270",
1655052,SYNRIAM DT 37.5/187.5MG CP/9,1,2,"3,445",
1404461,TERCO 560 CP B/6,1,1,"2,620",
1548461,TERCO ENF PRDE SUSP FL/30,2,1,"1,995",
1548471,TERCO NOUR PDR SUSP FL/30ML,27,2,"1,210",
8117598,TONLUM 80/480MG CP B/6,1,0,"2,620",
8160944,TONTHER 80MG S.INJ B/6,238,15,"2,480",
,,Nombre d'articles :,188,,
Code Géo :,APHRODISIAQUES,,,,
Code,Désignation,Qté vendue,Stock,Prix de vente,
2273274,KAMAX GELULE B/50                  ,2,2,"11,800",
8124374D,MAXIDUS GEL B/10 (DETAIL),16,0,"2,500",
8021007,PROCOMIL 5MG DRAG BT/30 CP         ,2,0,"6,090",
2001618,PROCOMIL CREME T/5G                ,2,0,"2,250",
2001630,PROCOMIL SPRAY F/15G               ,7,2,"7,250",
1324751,PROSTATER GEL B/50,3,2,"8,115",
8102415,PROSTENAL CAPS B/30,4,0,"9,838",
2273647,SOUTRA CPR B/50                    ,1,1,"9,630",
2031252,STAMINA GELULE B/30                ,3,0,"11,580",
8508933,TADAL 20MG CP B/3,11,5,"1,460",
1226821,TANGO 100MG CP PELL B/2,32,0,"1,000",
8394754,TRE-BON CP 100MG B/10              ,44,4,"3,910",
7659570,VIRIMAX GEL B/15                   ,2,1,"3,230",
8664739D,VITAMAX CAFE BTE/10  (DETAIL) JAUNE,3,0,"1,500",
1603321D,VITAMAX DBLESHORT ENER TEA S/10  (DETAIL),16,0,"1,500",
,,Nombre d'articles :,15,,
Code Géo :,BEBE FARINES ET POTS,,,,
Code,Désignation,Qté vendue,Stock,Prix de vente,
6151651,BLEDINE BISCUIT LAIT B/250G,28,8,"2,005",
8206712,BLEDINE FRUITS ET LAIT B/250G,64,3,"1,605",
2252912,BLEDINE LACTEE BANANE  B/250G,40,2,"1,990",
0267381,BLEDINE LACTEE CROISSANCE 250G     ,53,8,"1,960",
6052222,BLEDINE LAIT MIEL B/250G,32,1,"1,990",
1563231,CERELAC 3 FRUITS B/250G,23,0,"1,910",
2284510,CERELAC BLE B/400G                 ,59,8,"2,520",
1577431,CERELAC BLE MIEL B/250G,55,0,"1,375",
8211825,CERELAC LACTEE BLE SACHET 50G,160,12,325,
2293466,CERELAC MIEL ET LAIT SACHET P/ 250G            ,96,11,"1,375",
8103231,FRANCE LAIT CERE  BLE BISCUIT,23,0,"2,080",
8103248,FRANCE LAIT CERE BLE FRUI 250G,32,4,"1,825",
8103254,FRANCE LAIT CERE BLE MIEL 250G,31,0,"1,825",
8107826,FRANCE LAIT CERE RIZ FRUITS,16,0,"1,820",
8107832,FRANCE LAIT CERE RIZ MIEL 200G,19,0,"1,825",
8137224,FRANCE LAIT DIASTASEE P/250G,104,5,"1,825",
8162191,NINOLAC BLE LAIT 200G              ,8,0,"1,660",
8162239,NINOLAC BLE LAIT DATTES 200G       ,5,0,"1,780",
9999061,NINOLAC BLE LAIT DATTES 400MG,2,0,"2,900",
8162216,NINOLAC BLE LAIT MIEL B/200G,5,0,"1,680",
8153890,NINOLAC CEREALE BLE/LAIT/MIEL PDRE/200MG,1,0,"1,660",
8162222,NINOLAC LAIT BLE 5 FRUIT 200G             ,11,0,"1,680",
8162245,NINOLAC RIZ LAIT B/200G            ,4,0,"1,680",
1802661,PHOSPHATINE LACT BISCUIT 250G      ,165,12,"1,270",
8114677,PHOSPHATINE LACT/BLE 250G,1,0,"1,280",
0925611,PHOSPHATINE LACTEE FRUIT 250G      ,72,21,"1,355",
8114708,PHOSPHATINE MIEL 250G              ,70,10,"1,230",
8114714,PHOSPHATINE MULTICEREALES B/200G,113,8,"1,230",
,,Nombre d'articles :,28,,
Code Géo :,BEBE LAITS,,,,
Code,Désignation,Qté vendue,Stock,Prix de vente,
2267724,BLEDILAIT CROISSANCE 400G          ,14,3,"3,690",
2285544,BLEDILAIT CROISSANCE 900G          ,8,0,"7,120",
8302261,FRANCE LAIT 1 1ER AGE PDRE B/400G,30,0,"4,320",
2259908,FRANCE LAIT 2EME AGE 400G B/1,23,10,"4,320",
2266742,FRANCE LAIT 3EME B/400G      ,23,9,"4,320",
8149084,FRANCE LAIT CONFORT 1 B/400G,9,9,"4,625",
8190023,GUIGOZ 1 VERT BTE 400G             ,83,2,"3,585",
8190046,GUIGOZ 2 ROUGE BTE 400G            ,40,14,"3,560",
2264795,NAN 1 AGE LAIT B/400G                 ,45,7,"4,880",
8300262,NAN 2 AGE LAIT B/400G,8,12,"4,910",
1736511,NAN 3 AGE LAIT CROIS B/400G     ,64,11,"4,395",
1294181,NAN COMFORT 1 LAIT PDRE B/400G,69,6,"5,080",
1294191,NAN COMFORT 2 LAIT PDRE B/400G,11,13,"5,110",
1232881,NIDO 1+900G,26,6,"6,810",
1232871,NIDO 1+LAIT CROISS B/400G          ,70,7,"3,255",
2274894,NURSIE 1 BOITE FER 400G,46,12,"4,140",
2254957,NURSIE 1 BOITE FER 900G,14,3,"8,210",
2298618,NURSIE 2 BOITE FER 900G,5,2,"8,210",
2274730,NURSIE 2 LAIT B/400G               ,24,9,"4,165",
8106206,NURSIE CONFORT 1 B/400G            ,3,9,"4,865",
8106212,NURSIE CONFORT 2 B/400G            ,14,11,"4,830",
8147754,NURSIE EXPERTISE 1 B/400G,20,3,"5,560",
8147760,NURSIE EXPERTISE 2 B/400G,23,7,"5,595",
1620431,PHYSIOLAC 1ER AGE 400G,2,12,"4,660",
1620441,PHYSIOLAC 2EM AGE 400G,27,4,"4,660",
1520311,PHYSIOLAC CROISSANCE B/800G,4,1,"8,520",
1585161,PICOT NUTRI QUOTI 1ER AGE 400G     ,22,9,"4,405",
2262603,PRE NAN LAIT BT/400G               ,13,0,"5,700",
2262626,PRE NURSIE LAIT BT/400G            ,15,3,"4,740",
8146826,PRIMALAC AC 0-12 MOIS LAIT B/400G,1,3,"6,340",
8146861,PRIMALAC PREMIUM 1 LAIT B/400G,12,5,"5,520",
8146878,PRIMALAC PREMIUM 2 LAIT B/400G,40,0,"5,470",
,,Nombre d'articles :,32,,
Code Géo :,BIEN-ETRE AD,,,,
Code,Désignation,Qté vendue,Stock,Prix de vente,
6550026,CANDEREL B/300                     ,5,2,"7,200",
6549997,CANDEREL COMP SOD.B/100            ,11,1,"3,020",
8158427,CELLIFLORE BRULE GRAISSE B/20,1,2,"3,270",
8103314,CELLIFLORE THE MINCEUR SACH B/20,2,1,"2,855",
8103320,CELLIFLORE VENTRE PLAT SACH/20,1,0,"2,690",
0771100,FOREVER ALOE BITS PEACHES GEL BIEN ETRE F/1L,1,1,"23,000",
1001000,FOREVER ALOE VERA GEL DIGESTIF F/1L,1,0,"20,000",
8189942,GLUCOMETRE ACCU CHEK ACTIVE BANDELET B/50,10,2,"12,490",
8189936,GLUCOMETRE ACCU CHEK ACTIVE BANDELETTES B/25,7,2,"8,270",
3006428,GLUCOMETRE ACCU CHEK ACTIVE KIT MG/DL,5,1,"14,570",
8101829,GLUCOMETRE ACCU CHEK LANCETTE B/25,13,2,"1,800",
2474366,GLUCOMETRE ON CALL EXTRA BANDELETTE B/25,1,0,"6,610",
8161599,GLUCOMETRE ON CALL LANCETS B/100,2,1,"3,400",
1653131,JUVAMINE BRULE GRAISSE B/14,3,3,"3,100",
8105170,NUTRASEL B/250G,12,1,"2,360",
8105164,NUTRASUCRE B/475G,22,2,"2,270",
1293501,NUTRASUCRE B/750G,1,2,"3,400",
8105158,NUTRASUCRE B/950G,5,2,"4,340",
6148092,SEL D B/300G                       ,12,2,"3,600",
1638951,TENSIOMETRE SPENGLER BRAS SPG440,4,1,"31,140",
2268681,THE CATHERINE B/8,2,2,"1,890",
8118296,THE CATHERINE SACH B/32,3,2,"7,340",
8298849,THE CATHERINE SACH B/8,8,0,"1,665",
8127007,THE CATHERINE SCHT B/16,4,2,"3,780",
25200020,THE CRAYON SACHET,16,0,"3,000",
0022507,THE DR SECRET BIO HERBS COFFE B/8,6,0,"12,000",
0022507D,THE DR SECRET BIO HERBS COFFE B/8  (DETAIL),28,0,"1,500",
1308240,THE LIVEN COFFE SUCRE DIABETIQUP/300GX20 SACH,2,0,"8,800",
1308240D,THE LIVEN COFFE SUCRE DIABETIQUP/300GX20 SACH  (DETAIL),1,0,500,
12003180,THE LIVEN COFFE SUGAR FREE SCHT B/20,1,0,"8,000",
120017,THE LIVEN COFFEE CAPPUCCINO,2,0,"8,000",
120017D,THE LIVEN COFFEE CAPPUCCINO  (DETAIL),9,0,500,
,,Nombre d'articles :,32,,
Code Géo :,BIEN-ETRE BEBE,,,,
Code,Désignation,Qté vendue,Stock,Prix de vente,
2270465,BABY GALIPETE LAIT TL  F/500ML,14,1,"2,490",
2270442,BABY GALIPETTE BAIN MOUS 500ML,21,2,"2,070",
2270459,BABY GALIPETTE CR LAV.500ML,1,2,"2,565",
207,BABYTIME BIB ENSEMBL VER 3EN1,2,2,"8,500",
069,BABYTIME BIB PLAST A MANCH F/250ML,2,1,"4,000",
065,BABYTIME BIB PLAST F/250ML,4,0,"3,500",
073,BABYTIME BIB VER F/250ML,11,24,"3,700",
198,BABYTIME CHAINETTE ,1,1,"1,500",
202,BABYTIME GOUPILLON ,6,0,"3,000",
122,BABYTIME SUCCET 0-6M,2,3,"1,700",
125,BABYTIME SUCCET 0-6M TRANSP ,6,1,"1,700",
128,BABYTIME SUCCET 0-6MOIS,1,2,"2,000",
143,BABYTIME SUCCET ORTHO ,2,3,"2,000",
138,BABYTIME SUCCET+COUVERT,2,2,"2,000",
149,BABYTIME SUCCETTE 0-6,2,2,"2,000",
219,BABYTIME SUCET +CHAINET,7,4,"3,300",
218,BABYTIME SUCETTE 2PCS,1,0,"3,500",
8172545,BIB PLAST CAOUT BLANC F/270ML,4,0,"4,260",
8172491,BIB REM PLAST CIEL F/270ML,7,1,"4,845",
6103712,BIB REMD VERRE CAOUT BLANC F/240ML,12,0,"5,295",
1426001,BIOLANE CICABEBE 3EN1,1,1,"3,965",
7387812,BIOLANE EAU TOIL SS ALC FRAICH SPR /200ML,2,7,"4,715",
1671931,BIOLANE LAIT CORPS HYDRAT 350ML,2,2,"6,740",
7248677,BIOLANE LAIT TOIL DOUC SS RINC F/750ML,8,2,"8,090",
7628871,BIOLANE SAV DOUX SURGRAS /150G,9,1,"3,990",
1615371,CHATEAU ROUGE  SAV SURG COT 150G,1,1,"4,290",
9950401,CHATEAU ROUGE BB LT HYD 500ML,1,0,"9,670",
8179702,CHATEAU ROUGE LAIT ULTRA HYD F/500ML,4,1,"12,760",
1661531,CHATEAU ROUGE SURG TIA 150G,5,1,"4,760",
2270991,COTON TIGE LOTUS BT/190            ,1,2,"1,525",
C11,COUCHE 11PCS 4-9 KG,1,0,"1,500",
C12,COUCHE 12PCS 3-6KG,1,0,"1,500",
181,COUPE ONGLE NOURISSON ,1,0,"2,000",
70,DISQUE DEMAQUILLANT 70PCS,13,0,"1,000",
400,GEL LAVANT/SHAMPIONG BEBE,1,0,"3,500",
6043780,KL BB GEL LAV DX 500ML,1,0,"9,900",
6044013,KL BB LAIT TOILET 500ML,2,0,"10,080",
1337401,KL BB SAVON SURGRAS 250G      ,9,0,"4,800",
1364351,LINGETTE  JOYA F COTON /72,6,2,910,
L100,LINGETTE 100PCS,2,3,"1,500",
L120,LINGETTE 120PCS,3,0,"1,700",
1364361,LINGETTE JOYA A DOUCE/72,12,2,910,
1364341,LINGETTE JOYA CAMOMILL /72,12,4,910,
1676191,LINGETTES MY BABY PAQ/8,34,4,"1,200",
1299671,LOTION A.MOUSTIQ MOUSTIGUARD,39,4,880,
6607370,MILTON CP EFF B/28                 ,3,1,"3,030",
1549381,MUSTEL PN GEL LAV DOUX F/500ML,3,0,"8,600",
1220931,MUSTELA BB CR CHANG 123 VIT 50ML,3,0,"3,620",
2482947,MY BABY CREME HYDRATANTE 200ML,3,3,850,
2482938,MY BABY EAU DE COLOGNE 365ML,8,3,"1,590",
2482939,MY BABY EAU DE COLOGNE 755ML,1,1,"2,630",
2482940,MY BABY GEL LAVANT DOUX 365ML,24,2,"1,080",
2482941,MY BABY GEL LAVANT DOUX 755ML,3,1,"1,750",
2482937,MY BABY HUILE DE MASSAGE 110ML,3,2,860,
2482942,MY BABY LAIT DE TOILETTE 365ML,11,2,"1,095",
2482943,MY BABY LAIT DE TOILETTE 755ML,5,2,"1,695",
2482946,MY BABY PMMADE NRRISSANTE 200ML,5,0,"1,000",
1626811,NEUTRADERM BABY SAVON SURGRAS 3 EN 1 100G,2,1,"3,495",
8720633,PRECIX TIRE LAIT MANUEL,1,1,"19,995",
105,TASSE A MANCHE 250ML,1,1,"4,000",
106,TASSE A MANCHE F/150ML,2,1,"3,500",
7952399,TETINE REM SUPER CA 141000,5,1,"1,840",
,,Nombre d'articles :,62,,
Code Géo :,COLLYRES,,,,
Code,Désignation,Qté vendue,Stock,Prix de vente,
8395937,ALLERCROM 2PC CY F/5ML             ,1,0,"2,590",
3476720,ALLERGODIL COLL F/6ML              ,1,0,"3,750",
3454730,"ALPHAGAN 0,2% 2MG/ML COLLY         ",2,0,"7,200",
1666591,ARTILARMES 0.5% CY F/10ML,7,2,"3,030",
8597948,AUGOCIN 0.3% COLL F/10ML,2,0,"1,000",
2264223,AUREOMYCINE VALDA 1 PDE OPHT       ,28,0,420,
3912664,AZARGA CY F/5ML,1,1,"18,240",
3543497,AZOPT/10ML COLLYRE FL/5ML          ,7,1,"13,300",
3820382,AZYTER 15MG CY UNIDOSE             ,1,1,"5,540",
8302574,BACTIGEN COLL F/5ML                ,2,0,"1,010",
8113850,BONCIPRO 0.3% GOUTTES EXT F/5ML,3,1,"2,100",
8109788,"BRIMO 0,2% COLL F/5ML",1,2,"8,400",
8152436,BRIMOCHEK T CY F/5ML,2,1,"10,495",
1477651,CARBOSOL CY FL/10ML,1,2,"1,650",
3578892,CARTEOL 1% LP CY F/3ML             ,1,3,"7,400",
3578952,CARTEOL 2% LP COLLYRE FL/3ML       ,1,2,"7,400",
3130594,CATACOL POS CY FL/10ML             ,14,2,"1,200",
1312291,CEPROLEN 0.3 COLLY F/5ML,5,2,"1,790",
3021741,CHIBRO CADRON COLLYRE FL 5ML       ,14,2,"2,040",
3373753,"CILOXAN 0,3% COLLYRE FL/5ML        ",7,2,"4,270",
3592277,CILOXAN POM OHPTA T/35G,2,0,"4,160",
2291579,"CIPRO 0,3% COLLYRE F/5ML",3,2,"2,880",
3013285,COLLYRE LAITER BLEU FL/10ML        ,11,2,"1,955",
8113956,CORNEREGEL GEL OPHT T/10G,3,3,"3,115",
3194631,CORRECTOL CY FL/10ML               ,68,0,"1,100",
1666621,CRISTABION CY F/5ML,4,2,"1,240",
2253521,CROMAX 2 CY F/10ML                 ,2,0,"2,175",
1666041,CROMOLEX 2*COLLYRE FL/5ML,1,0,"1,380",
2266044,CROMSOL 2% COLL F/5ML              ,16,4,"1,100",
3029955,DESOMEDINE COLLY FL/10ML           ,9,2,"1,890",
9000421,DICLOCED 0.1% CY F/10ML,8,0,"5,370",
2299865,DIFENASOL COLL F/5ML               ,23,1,"1,150",
1344531,DORSUN T 2% 0.5% CY,2,2,"10,290",
1388811,DORZIMOL 20MG/20ML CY FL/5ML,3,2,"8,130",
8117492,EDOLFENE 0.3MG/ML COLLYRE F/5ML,2,2,"3,520",
2266475,"FLOXSOL 0,3% CY F/5ML              ",23,1,"1,150",
1594011,FLUBIFEN COLLYRE 5ML,2,2,"3,890",
8128455,FLUCA COLL F/5ML,2,2,"4,230",
3242028,FLUCON COLLYRE                     ,3,0,"1,810",
3473495,FRAKIDEX CY FL/5ML                 ,43,3,"2,330",
3264521,FRAKIDEX POM OPHT T/5G             ,4,0,"1,640",
8124813,GATISTAR COLL F/5ML,5,2,"3,600",
3319481,GEL LARMES OPHTALM TB 10G          ,1,2,"3,310",
7068291,GELTIM LP 0.1% COLLYRE UNIDOSES B/30,6,1,"8,665",
8113867,GENTA 0.3% GTTE FL/5ML,233,24,"1,410",
8412535,GENTAMICINE TM OLLYRE F/5ML,68,5,720,
2257507,"GENTASOL 0,3% CY F/5ML             ",17,0,"1,200",
1390651,GENTYL 0.3% CY F/5ML,25,0,"1,000",
1666051,INDOCINEX 0.1%COLL F/5ML,7,2,"2,755",
3419538,"INDOCOLLYRE 0,1% CY FL/5ML         ",10,4,"3,360",
1585601,"INDOFLAM 0,1% COOL F/5ML",6,0,"2,895",
1666631,INDOTIMOL 0.5% CY F/5ML,12,3,"1,470",
8463107,LEFOX 0.5% CY F/5ML,2,1,"2,270",
3473986,"LEVOPHTA 0,5% CY FL 5 ML           ",7,0,"5,165",
3593101,LIPOSIC GEL OPHT.T/10G             ,2,1,"2,270",
1330641,LOXTRA OPH SUSP FL/5ML,2,1,"3,705",
3065247,MAXIDEX CY FL/3ML                  ,16,0,"1,375",
3065253,MAXIDROL CY FL/3ML                 ,158,8,"1,890",
3198356,MAXIDROL POMMADE OPHT              ,23,0,"1,410",
8004061,MAXISPORIN COLL F/5 ML             ,3,2,"1,880",
8152583,MO FLOREN COLLYRE F/5ML,4,2,"3,620",
3069498,MYDRIATICUM CY FL/10ML             ,1,1,"2,010",
3356341,"NAABAK 4,9% COLLYRE F/5ML          ",2,5,"3,500",
3267028,NAAXIA CY FL/5ML                   ,8,0,"3,360",
2292774,NEOMDEXSOL COLL F/5ML              ,33,3,"1,150",
2292194,NEOPRED COLL F/5ML                 ,3,1,"2,340",
8151299,NEULATAN 0.5% COLL F/2.5ML,3,2,"9,480",
2284591,"NORMOPTIC 0,5 COLLYRE FL/5ML       ",2,2,"2,000",
1179911,OFUSIDIC 1% CY F/5G,1,1,"3,770",
1666641,OLANDO 0.1% CY F/5ML,2,2,"3,030",
8123506,"OLOPAT 0,1% COLL F/5ML",1,2,"5,250",
1293511,OLOTOP 0.1% COLLYRE FL/5ML,2,2,"4,135",
3598972,OPATANOL 1MG CY F/5ML              ,6,1,"5,100",
8111644,OPTICIN 0.3 PR CNT COLL F/5ML,1,1,"2,480",
3202980,OPTICRON CY FL/5ML                 ,1,1,"3,460",
8111650,OPTIDEX-T COLL F/5ML,3,2,"2,800",
8116570,OPTIFLOX COLL F/5ML,9,3,"2,480",
8128449,OPTIFRESH CY F/10ML,11,2,"2,480",
8116593,OPTIPRED 1% COLL F/5ML,7,2,"2,340",
2253596,"OPTOVISC 0,3% COLL F/10 ML         ",1,1,"1,170",
1293521,OTOFLU 3% SUSP AURICULAIRE F/5ML,4,2,"5,880",
8124865,OZOLAMIDE CY FL/5ML,1,1,"7,210",
1338661,PATADIN 0.1 CY FL/5ML,5,2,"3,720",
8162506,PENTOLATE 1% COLL F/5ML,1,0,"3,780",
8124871,POLYFRESH CY F/10ML,23,3,"3,600",
9001685,RETIFEN CY 5MG/5ML,4,0,"1,720",
3091546,RIFAMYCINE POM OPHT T/5G           ,4,0,"1,980",
