GRANDE PHARMACIE DE TANDA,,,,,
"DR TCHUERE ALEXIS
TANDA
1468951,ARTRINE 60/360MG CP B/6,5,2,"1,540",
0902471,ARTRINE 80/480MG CPR B/6,67,5,"2,410",
2260047,ARTRINE CP 20/120MG B/24           ,7,2,"2,380",
8646664,ASARTEM P 40/320MG CP B/9,1,1,"3,445",
8551722,ASMETHER L 40/240MG CP B/6,1,0,"1,035",
8551768,ASMETHER L CP 20/120MG B/6,1,1,900,
8488917,ASMETHER L CP 80/480MG B/6,1,2,"2,755",
2291183,ASU DENK FIXED DOSE CPR BT/3       ,7,0,"3,510",
1208141,ATHRITA 40MG/ML SOL INJ 1ML B/6,2,2,"4,080",
1208151,ATHRITA 60MG/ML S.INJ 1ML B/6,2,2,"4,550",
1208161,ATHRITA 80MG/ML INJ 1ML B/6,3,1,"4,990",
8154671,AUROTHER 80/480MG CP B/6,9,3,"1,860",
8147636,BIMALARIL 40/240 CP B/6,5,2,"2,400",
8147642,BIMALARIL 60/360 CP B/6,13,5,"2,760",
2255974,BIMALARIL 80/480 CP B/6                   ,60,4,"2,330",
2255069,BIMALARIL ADO SUSP F/30ML,1,0,"2,760",
2255098,BIMALARIL BB SP F/30ML             ,104,12,"1,500",
2255081,BIMALARIL ENFT SP F/30ML           ,38,5,"2,660",
8147607,BIMALARIL PLUS GELULES B/6,27,3,"3,430",
8168383,CHINTHER 80/480 CP B/6,6,2,"2,360",
2283284,CO ARINATE FDC AD CP B/3           ,241,15,"2,960",
2283350,CO ARINATE FDC ENF CP B/3          ,21,10,"2,410",
2287684,CO ARTESIANE SUSP F/60ML           ,1,2,"2,235",
2252964,CO ARTESIANE SUSP FL/120ML         ,10,3,"4,270",
8111638,COARTEM 20/120MG DISP CP B/12,18,3,"2,070",
8109185,COARTEM 20/120MG DISP CP B/6,26,2,"1,190",
8150845,COARTEM 80/480MG CP B/6,110,12,"2,630",
2293934,COFANTRINE 180/1080MG SP FL/60ML   ,3,2,"2,685",
2256761,COFANTRINE 20/120MG CP DISP.B/6    ,218,2,"1,100",
2267859,COFANTRINE AD 80/480MG CP B/6      ,9,4,"2,690",
8410387,COMBIART 20/120MG CP B/24,2,1,"2,690",
8426000,COMBIART 80/480MGCP B/6,13,3,"2,200",
8694640,COMBIART SUSP 15MG/90MG 60ML,6,2,"2,730",
1303981,CO-PALUTEM 40/240 CP B/6,2,1,"1,500",
1303961,CO-PALUTEM 60/360MG CP B/6,3,3,"2,000",
1303971,CO-PALUTEM 80/480MG CP B/6,7,0,"2,000",
1234001,D-ARTEP 80/640MG CP PEL B/6,12,2,"3,790",
8129348,D-ARTEPP 40/320MG CP PELL B/9,2,2,"3,785",
1330131,DIARTEM IG AD 120/960 MG CP B/3,2,1,"3,030",
2273245,DIE KOUADIO GEL B/50  STERRE,1,1,"5,000",
1330411,DIP 3 40/320 CPR SEC B/9,3,0,"2,895",
8163380,DIPHOS 40MG/320 CP B/9,73,3,"3,170",
1417321,DPQUINE 40-320MG CP B/9,18,4,"3,350",
1405631,DPQUINE 90-720 SUSP FL/60ML,28,4,"2,310",
8170836,DUOQUIN 40/320MG CP B/9,8,7,"2,500",
8700180,DUOTAB CP 40/320MG B/9,2,0,"2,750",
1236941,DUOTEM 40MG/320MG CPR B/9,15,2,"3,680",
1177381,EBURMETHER 40MG/ML INJ B/6,2,1,"2,000",
8175443,EURARTESIM 320MG/40MG CPR B/9,1,1,"3,305",
2287862,FANSIDAR COMP B/3                  ,4,0,"1,240",
1675072,FANTRINE 80/480MG CP,1,0,"2,350",
8152181,GEN M 15MG/90MG S.BUV FL/30ML,7,1,"1,390",
8152206,GEN M 40/240MG CP DISP B/12,1,1,"2,355",
8152229,GEN M 80MG/480MG CP B/6,7,3,"2,480",
8152175,GEN M DS 30MG/180MG S.BUV 30ML,3,0,"2,010",
1336131,LA DS 80/480MG CP B/6,2,1,"1,930",
2297978,LARIDOX 525MG CP B/3               ,9,47,610,
8151230,LARINATE 60MG PDR S.INJ 5ML,4,9,"1,240",
8061633,LARITEM 20/120MG CPR B/6,30,3,705,
8141421,LARITEM 40/240MG CP B/6,17,3,"2,040",
8144247,LARITEM 60/360MG CP B/6,21,3,"1,930",
8022923,LARITEM 80/480MG CP B/6            ,91,30,"2,030",
2297984,LARITHER 40MG INJ AMP 1ML B/6      ,3,0,"4,020",
2264105,LARITHER 80MG INJ B/6              ,23,4,"5,770",
8181082,LUFANTER 80/480MG SACHET B/6,2,1,"2,545",
8373798,LUFANTER SUSP BUV 180MG 60ML,1,0,"2,686",
2292099,LUFANTER SUSP BUV 60ML             ,1,0,"2,690",
8172083,LUFAR 80/480MG CP B/6,4,4,"2,750",
8142691,LUFENART 40/240MG CP B/12,1,0,"2,890",
8142716,LUFENART FORTE 80/480 MG CP B/6,9,7,"2,260",
8512863,LUMETER 40/240 CP B/12,23,0,"2,055",
8512857,LUMETER 80/480 CP B/6,19,2,"2,050",
8149807,LUMIFORTE 80/480 CP B/6,4,0,"2,230",
8149285,LUMITER DS 80/480 CP B/6,9,2,"2,170",
8437699,LYATEM 20MG/ML IM SOL INJ AMP/1ML B/6,166,6,"1,210",
8147949,LYATEM 80MG/ML SOL INJ B/6,83,4,"3,050",
1629871,LYATER 20/120MG CP DISP B/6,2,0,670,
8180183,LYATER 80MG/480MG CP B/6,431,11,"2,000",
2289447,MADAR CP B/3                       ,5,0,450,
8178080,MALACUR 40/320 CPR B/12,5,2,"3,860",
2260171,MALACUR 40MG/320MG CP B/9        ,12,2,"3,580",
8085846,MALACUR SP FL 60MG                 ,2,3,"2,510",
2478595,MALAFENTRINE 180MG/1080MG PDRE SUSP BUV,70,20,"1,580",
2478596,MALAFENTRINE DS 80/480 CPR B/6,413,152,"1,575",
1440301,MALOTEM 20MG/120MG CP B/24,50,0,"2,020",
1525631,NORMALARI UNE 20MG/120MG B/6,7,0,740,
1525641,NORMALARI UNE 80MG/480MG B/6,29,0,"1,680",
1288401,PALUCURE 80/480MG CP B/6,4,1,"2,135",
8619822,PALUDOSE SIROP F/100ML,6,2,"3,225",
1456681,PALUMAX 15MG/90MG PDRE SUSP BUV F/60ML,48,0,"2,000",
8082575,PALUMAX 20MG/120MG B/6,5,2,830,
8171876,PALUMAX 40 B/6,3,3,"1,940",
1450001,PALUMAX 60MG IM/IV B/1,35,0,"1,200",
8170552,PALUMAX 80/480MG CP B/6,123,0,"2,000",
8552070,PALUMEL 80/480 CP B/6,3,1,"2,000",
8182176,PALUMIL 20MG/120MG ENF/JUN B/6,2,2,950,
8509051,PALUVA 180MG/1080MG PDRE SUSP BUV F/60ML,34,10,"1,325",
8585342,PALUVA 40MG SOL INJ/1ML B/6,52,4,"2,510",
8509016,PALUVA 40MG/240MG CPR ENR SECB/6,68,5,"1,500",
8629648,PALUVA 60/360MG CP B/6,75,0,"1,500",
8509039,PALUVA 80/480MG CP B/6,517,35,"1,750",
8508985,PALUVA CPR 20/120MG BT6,25,3,"1,010",
8585320,PALUVA INJ 80MG INJ B/6,116,6,"2,705",
1684641,PIPSON 90MG/720MG SUSP BUV F/60ML,6,2,"3,440",
1279061,PLASMETHER 40MG/ML S.INJ B/6,2,0,"1,700",
1215841,PLASMETHER 80MG INJ B/6,1,0,"3,860",
1215861,PLASMINAL 180MG/1080MG 60ML,14,3,"1,500",
1215851,PLASMINAL 80/480MG CP B/6,36,3,"1,970",
8147441,PLASMOCID 80/480 MG CP B/6,3,0,"1,770",
1260691,PLASMOCUR 40/320 CP B/9,2,0,"2,070",
1401091,PLASMOCUR 80/640 MG CP B/6,1,2,"3,360",
8141378,PLUFENTRINE 20/120MG CP DISP B/6,175,22,870,
8141384,PLUFENTRINE 40/240MG CP DISP B/6,311,7,"1,470",
8454278,PLUFENTRINE 60/360MG CP B/6,155,37,"2,000",
8141390,PLUFENTRINE 80/480MG CP B/6,490,139,"2,030",
1312491,QUINEX 300MG CPR PELL B/18,1,0,"3,030",
3436488,QUINIMAX 125MG COMP B/18           ,32,0,"4,090",
3413501,QUINIMAX 500MG COMP B/9            ,26,3,"6,080",
2295577,QUININE  CREAT 300MG CP CH,1,0,"13,090",
1556051,RIDMAL  DT 20/160MG CP B/3,2,0,"2,070",
1190681,RIDMAL  DT 40/320MG CP B/3,40,7,"2,340",
1306271,RIDMAL 120/960MG CP B/3,70,19,"2,890",
1190701,RIDMAL 40/320 CP B/12,1,0,"4,410",
1306241,RIDMAL 60MG/480MG CPR B/3,17,7,"2,760",
1306251,RIDMAL 80/640 MG B/3,13,5,"2,760",
1306261,RIDMAL 80/640MG CP B/6,85,11,"3,310",
8110337,R-LUME 80MG/480MG CP B/6,2,3,"2,755",
2297085,SP LIC CPR SEC 525MG BT3           ,46,9,500,
1312271,SUNAVEINE 120MG IV PDR INJ B/1,89,6,"2,480",
1312261,SUNAVEINE 60MG IV PDR INJ B/1,268,10,"1,445",
8151336,SYNRIAM 150MG/750MG CP B/3,21,2,"3,040",
1655031,SYNRIAM DT 37.5/187.5MG CP/3,1,1,"1,240",
1404461,TERCO 560 CP B/6,4,1,"2,620",
1548471,TERCO NOUR PDR SUSP FL/30ML,170,2,"1,210",
8117598,TONLUM 80/480MG CP B/6,1,0,"2,620",
8160944,TONTHER 80MG S.INJ B/6,263,15,"2,480",
,,Nombre d'articles :,185,,
Code Géo :,APHRODISIAQUES,,,,
Code,Désignation,Qté vendue,Stock,Prix de vente,
8413693,BOOM 100MG CP B/10,4,1,"3,310",
2273274,KAMAX GELULE B/50                  ,2,2,"11,800",
8124374D,MAXIDUS GEL B/10 (DETAIL),15,0,"2,500",
8021007,PROCOMIL 5MG DRAG BT/30 CP         ,1,0,"6,090",
2001630,PROCOMIL SPRAY F/15G               ,8,2,"7,250",
1324751,PROSTATER GEL B/50,3,2,"8,115",
8508933,TADAL 20MG CP B/3,8,5,"1,460",
1226821,TANGO 100MG CP PELL B/2,30,0,"1,000",
8394754,TRE-BON CP 100MG B/10              ,52,4,"3,910",
1591161D,VITAMAX DBLE SHOT COFFE B/10  (DETAIL),15,0,"1,500",
1591162,VITAMAX DBLE SHOT NOIR COFFE B/10,2,0,"15,000",
1603321D,VITAMAX DBLESHORT ENER TEA S/10  (DETAIL),11,0,"1,500",
1603951D,VITAMAX DBLESHOT COF FEM S/10  (DETAIL),1,0,"1,500",
1591141D,VITAMAX DOUBLE SHOT HONEY  B/10  (DETAIL),5,0,"1,500",
,,Nombre d'articles :,14,,
Code Géo :,BEBE FARINES ET POTS,,,,
Code,Désignation,Qté vendue,Stock,Prix de vente,
6189174,BLE CAROTTES 130G,3,0,"1,170",
6327624,BLE COCKTAIL DE FRUIT 130G     ,3,0,"1,590",
1211131,BLE POMMES MANGUES 130G,1,0,"1,570",
6200154,BLE PRINTANIER LEG 130G,2,0,"1,170",
6151651,BLEDINE BISCUIT LAIT B/250G,14,8,"2,005",
8206712,BLEDINE FRUITS ET LAIT B/250G,22,3,"1,605",
2252912,BLEDINE LACTEE BANANE  B/250G,1,2,"1,990",
0267381,BLEDINE LACTEE CROISSANCE 250G     ,38,8,"1,960",
6052222,BLEDINE LAIT MIEL B/250G,20,1,"1,990",
1563231,CERELAC 3 FRUITS B/250G,18,0,"1,910",
2294945,CERELAC 3 FRUITS FARINE BT/400G   ,7,3,"3,210",
2284510,CERELAC BLE B/400G                 ,42,8,"2,520",
1331081,CERELAC BLE BISCUITY B/400G,9,0,"3,130",
1577431,CERELAC BLE MIEL B/250G,2,0,"1,375",
8211825,CERELAC LACTEE BLE SACHET 50G,25,12,325,
2293466,CERELAC MIEL ET LAIT SACHET P/ 250G            ,74,11,"1,375",
2261940,CERELAC RIZ FARINE BT/400G         ,1,0,"3,230",
8103231,FRANCE LAIT CERE  BLE BISCUIT,23,0,"2,080",
8103248,FRANCE LAIT CERE BLE FRUI 250G,59,4,"1,825",
8103254,FRANCE LAIT CERE BLE MIEL 250G,13,0,"1,825",
8107826,FRANCE LAIT CERE RIZ FRUITS,43,0,"1,820",
8137224,FRANCE LAIT DIASTASEE P/250G,7,5,"1,825",
8162191,NINOLAC BLE LAIT 200G              ,8,0,"1,660",
8162239,NINOLAC BLE LAIT DATTES 200G       ,6,0,"1,780",
8162216,NINOLAC BLE LAIT MIEL B/200G,10,0,"1,680",
8153890,NINOLAC CEREALE BLE/LAIT/MIEL PDRE/200MG,5,0,"1,660",
8162222,NINOLAC LAIT BLE 5 FRUIT 200G             ,6,0,"1,680",
8162245,NINOLAC RIZ LAIT B/200G            ,7,0,"1,680",
1802661,PHOSPHATINE LACT BISCUIT 250G      ,156,12,"1,270",
8114677,PHOSPHATINE LACT/BLE 250G,75,0,"1,280",
0925611,PHOSPHATINE LACTEE FRUIT 250G      ,51,21,"1,355",
8114708,PHOSPHATINE MIEL 250G              ,104,10,"1,230",
8114714,PHOSPHATINE MULTICEREALES B/200G,36,8,"1,230",
8114654,PHOSPHATINE RIZ MAIS 200G,54,0,"1,280",
,,Nombre d'articles :,34,,
Code Géo :,BEBE LAITS,,,,
Code,Désignation,Qté vendue,Stock,Prix de vente,
2267724,BLEDILAIT CROISSANCE 400G          ,15,3,"3,690",
2285544,BLEDILAIT CROISSANCE 900G          ,2,0,"7,120",
1237851,CELIA DEVELOP 1 B/400G,1,9,"4,090",
8302261,FRANCE LAIT 1 1ER AGE PDRE B/400G,28,0,"4,320",
2259908,FRANCE LAIT 2EME AGE 400G B/1,29,10,"4,320",
2266742,FRANCE LAIT 3EME B/400G      ,12,9,"4,320",
2267629,FRANCE LAIT 3EME B/900G,6,0,"9,300",
8190023,GUIGOZ 1 VERT BTE 400G             ,89,2,"3,585",
8190046,GUIGOZ 2 ROUGE BTE 400G            ,43,14,"3,560",
2264795,NAN 1 AGE LAIT B/400G                 ,73,7,"4,880",
8300262,NAN 2 AGE LAIT B/400G,57,12,"4,910",
1736511,NAN 3 AGE LAIT CROIS B/400G     ,11,11,"4,395",
1294181,NAN COMFORT 1 LAIT PDRE B/400G,45,6,"5,080",
1294191,NAN COMFORT 2 LAIT PDRE B/400G,45,13,"5,110",
1232881,NIDO 1+900G,24,6,"6,810",
1232871,NIDO 1+LAIT CROISS B/400G          ,40,7,"3,255",
2274894,NURSIE 1 BOITE FER 400G,16,12,"4,140",
2254957,NURSIE 1 BOITE FER 900G,4,3,"8,210",
2298618,NURSIE 2 BOITE FER 900G,7,2,"8,210",
2274730,NURSIE 2 LAIT B/400G               ,15,9,"4,165",
8106206,NURSIE CONFORT 1 B/400G            ,7,9,"4,865",
8106212,NURSIE CONFORT 2 B/400G            ,2,11,"4,830",
8147754,NURSIE EXPERTISE 1 B/400G,10,3,"5,560",
8147760,NURSIE EXPERTISE 2 B/400G,30,7,"5,595",
1620431,PHYSIOLAC 1ER AGE 400G,5,12,"4,660",
1520291,PHYSIOLAC 1ER AGE 800G ,5,0,"8,540",
1620441,PHYSIOLAC 2EM AGE 400G,2,4,"4,660",
1620451,PHYSIOLAC 3 CROISSANCE 400G,1,0,"4,240",
1585161,PICOT NUTRI QUOTI 1ER AGE 400G     ,24,9,"4,405",
2262603,PRE NAN LAIT BT/400G               ,16,0,"5,700",
8146826,PRIMALAC AC 0-12 MOIS LAIT B/400G,1,3,"6,340",
8146861,PRIMALAC PREMIUM 1 LAIT B/400G,19,5,"5,520",
8146878,PRIMALAC PREMIUM 2 LAIT B/400G,1,0,"5,470",
,,Nombre d'articles :,33,,
Code Géo :,BIEN-ETRE AD,,,,
Code,Désignation,Qté vendue,Stock,Prix de vente,
6549997,CANDEREL COMP SOD.B/100            ,8,1,"3,020",
8158427,CELLIFLORE BRULE GRAISSE B/20,1,2,"3,270",
8189942,GLUCOMETRE ACCU CHEK ACTIVE BANDELET B/50,9,2,"12,490",
8189936,GLUCOMETRE ACCU CHEK ACTIVE BANDELETTES B/25,4,2,"8,270",
3006428,GLUCOMETRE ACCU CHEK ACTIVE KIT MG/DL,4,1,"14,570",
8101829,GLUCOMETRE ACCU CHEK LANCETTE B/25,9,2,"1,800",
2474366,GLUCOMETRE ON CALL EXTRA BANDELETTE B/25,3,0,"6,610",
8105170,NUTRASEL B/250G,17,1,"2,360",
8105164,NUTRASUCRE B/475G,12,2,"2,270",
1293501,NUTRASUCRE B/750G,4,2,"3,400",
8105158,NUTRASUCRE B/950G,7,2,"4,340",
6148092,SEL D B/300G                       ,13,2,"3,600",
1638951,TENSIOMETRE SPENGLER BRAS SPG440,2,1,"31,140",
2268681,THE CATHERINE B/8,3,2,"1,890",
8127007,THE CATHERINE SCHT B/16,2,2,"3,780",
0022507,THE DR SECRET BIO HERBS COFFE B/8,1,0,"12,000",
0022507D,THE DR SECRET BIO HERBS COFFE B/8  (DETAIL),6,0,"1,500",
9555249,THE FLAT STOMACH/ VENTRE PLAT B/30,3,0,"12,000",
1308024,THE LIVEN COFFE ORIGINAL P/420GX20 SACH,5,0,"8,500",
1308024D,THE LIVEN COFFE ORIGINAL P/420GX20 SACH  (DETAIL),7,0,500,
1308240,THE LIVEN COFFE SUCRE DIABETIQUP/300GX20 SACH,5,0,"8,800",
,,Nombre d'articles :,21,,
Code Géo :,BIEN-ETRE BEBE,,,,
Code,Désignation,Qté vendue,Stock,Prix de vente,
2270465,BABY GALIPETE LAIT TL  F/500ML,2,1,"2,490",
2270442,BABY GALIPETTE BAIN MOUS 500ML,3,2,"2,070",
2270459,BABY GALIPETTE CR LAV.500ML,6,2,"2,565",
065,BABYTIME BIB PLAST F/250ML,1,0,"3,500",
125,BABYTIME SUCCET 0-6M TRANSP ,1,1,"1,700",
8594298,BEBE SUISSE EAU DE COLOGNE F/800ML,1,0,"2,005",
8594186,BEBE SUISSE TALC POT/500G,1,0,925,
6103712,BIB REMD VERRE CAOUT BLANC F/240ML,4,0,"5,295",
6605135,BIB REMD VERRE CAOUT CIEL F/240ML,15,0,"4,420",
6522142,BIB REMD VERRE REGUL ROSE F/240ML,6,0,"5,120",
6601114,BIB REMP VERRE CAOUT CIEL F/110ML,2,0,"4,130",
8180243,BIOLANE GEL CORPS CHEVEUX 2EN1 F/750ML ,9,0,"6,990",
7248677,BIOLANE LAIT TOIL DOUC SS RINC F/750ML,2,2,"8,090",
8323406,BIOLANE LINGETTES EPAISSE H2O B/72,1,0,"2,930",
1615371,CHATEAU ROUGE  SAV SURG COT 150G,4,1,"4,290",
1292981,CHATEAU ROUGE BB GEL 2EN1 F/500ML,2,1,"10,790",
9950401,CHATEAU ROUGE BB LT HYD 500ML,2,0,"9,670",
8179702,CHATEAU ROUGE LAIT ULTRA HYD F/500ML,1,1,"12,760",
2270991,COTON TIGE LOTUS BT/190            ,9,2,"1,525",
1299391,EDC VIE FRAICHE AMBREE 250ML,1,0,"1,440",
6359618,GOUPILLON REMD BIB+TET/2  174000       ,1,0,"4,460",
8306856,JOHNSON BABY HUIL SHEA 192ML,1,0,"7,310",
6043780,KL BB GEL LAV DX 500ML,2,0,"9,900",
6044013,KL BB LAIT TOILET 500ML,1,0,"10,080",
6044005,KLORANE BB LAIT HYDR F/500ML,1,2,"10,090",
8572196,KLORANE BEBE SAV SURGRAS PD 250G,3,0,"5,665",
1364351,LINGETTE  JOYA F COTON /72,12,2,910,
1364361,LINGETTE JOYA A DOUCE/72,12,2,910,
1364341,LINGETTE JOYA CAMOMILL /72,21,4,910,
1299671,LOTION A.MOUSTIQ MOUSTIGUARD,35,4,880,
6607370,MILTON CP EFF B/28                 ,1,1,"3,030",
8185364,MIXA BB BAIN DCH 200ML,2,0,"3,665",
1786661,MIXA BB LAIT TOILETTE F/250ML            ,2,0,"2,750",
1549381,MUSTEL PN GEL LAV DOUX F/500ML,1,0,"8,600",
2482947,MY BABY CREME HYDRATANTE 200ML,3,3,850,
2482938,MY BABY EAU DE COLOGNE 365ML,9,3,"1,590",
2482939,MY BABY EAU DE COLOGNE 755ML,2,1,"2,630",
2482940,MY BABY GEL LAVANT DOUX 365ML,2,2,"1,080",
2482941,MY BABY GEL LAVANT DOUX 755ML,20,1,"1,750",
2482937,MY BABY HUILE DE MASSAGE 110ML,4,2,860,
2482942,MY BABY LAIT DE TOILETTE 365ML,6,2,"1,095",
2482943,MY BABY LAIT DE TOILETTE 755ML,7,2,"1,695",
2482946,MY BABY PMMADE NRRISSANTE 200ML,6,0,"1,000",
2482945,MY BABY TALC DE TOILETTE 500G,3,2,"1,040",
1626811,NEUTRADERM BABY SAVON SURGRAS 3 EN 1 100G,3,1,"3,495",
7348232,REMD PROTEGE BIBERON  CARAMEL,1,0,"10,440",
7952399,TETINE REM SUPER CA 141000,1,1,"1,840",
,,Nombre d'articles :,47,,
Code Géo :,COLLYRES,,,,
Code,Désignation,Qté vendue,Stock,Prix de vente,
8152293,ALERCHEK 0.1% CY F/5ML,1,0,"4,270",
8395937,ALLERCROM 2PC CY F/5ML             ,1,0,"2,590",
3476720,ALLERGODIL COLL F/6ML              ,1,0,"3,750",
3454730,"ALPHAGAN 0,2% 2MG/ML COLLY         ",3,0,"7,200",
8072909,APDROPS CY FL/3ML,1,2,"3,130",
8177011,APDROPS DX CY FL/3ML,1,1,"3,790",
1666591,ARTILARMES 0.5% CY F/10ML,4,2,"3,030",
2264223,AUREOMYCINE VALDA 1 PDE OPHT       ,22,0,420,
3912664,AZARGA CY F/5ML,3,1,"18,240",
3543497,AZOPT/10ML COLLYRE FL/5ML          ,9,1,"13,300",
3820382,AZYTER 15MG CY UNIDOSE             ,2,1,"5,540",
8302574,BACTIGEN COLL F/5ML                ,2,0,"1,010",
8113850,BONCIPRO 0.3% GOUTTES EXT F/5ML,1,1,"2,100",
8109788,"BRIMO 0,2% COLL F/5ML",1,2,"8,400",
1402571,BRIMOCHEK 0.2% CY F/5ML,1,1,"7,690",
1477651,CARBOSOL CY FL/10ML,2,2,"1,650",
3438091,CARTEOL 2% COLLYRE FL 3ML          ,1,0,"4,230",
3578952,CARTEOL 2% LP COLLYRE FL/3ML       ,25,2,"7,400",
3130594,CATACOL POS CY FL/10ML             ,23,2,"1,200",
3021741,CHIBRO CADRON COLLYRE FL 5ML       ,15,2,"2,040",
3313225,CHIBROXINE CY FL/5 ML              ,2,2,"3,140",
3373753,"CILOXAN 0,3% COLLYRE FL/5ML        ",3,2,"4,270",
3592277,CILOXAN POM OHPTA T/35G,2,0,"4,160",
2291579,"CIPRO 0,3% COLLYRE F/5ML",1,2,"2,880",
3013285,COLLYRE LAITER BLEU FL/10ML        ,6,2,"1,955",
8113956,CORNEREGEL GEL OPHT T/10G,3,3,"3,115",
3194631,CORRECTOL CY FL/10ML               ,49,0,"1,100",
1666621,CRISTABION CY F/5ML,1,2,"1,240",
2253521,CROMAX 2 CY F/10ML                 ,3,0,"2,175",
1666041,CROMOLEX 2*COLLYRE FL/5ML,1,0,"1,380",
3459176,CROMOPTIC CY FL/10ML               ,3,0,"3,160",
2266044,CROMSOL 2% COLL F/5ML              ,15,4,"1,100",
3029955,DESOMEDINE COLLY FL/10ML           ,6,2,"1,890",
9000421,DICLOCED 0.1% CY F/10ML,6,0,"5,370",
1455881,DICLOCHEK 1MG/ML CY FL/5ML,1,3,"2,065",
2299865,DIFENASOL COLL F/5ML               ,13,1,"1,150",
1344531,DORSUN T 2% 0.5% CY,15,2,"10,290",
8117492,EDOLFENE 0.3MG/ML COLLYRE F/5ML,1,2,"3,520",
2266475,"FLOXSOL 0,3% CY F/5ML              ",19,1,"1,150",
1594011,FLUBIFEN COLLYRE 5ML,1,2,"3,890",
8128455,FLUCA COLL F/5ML,1,2,"4,230",
3242028,FLUCON COLLYRE                     ,12,0,"1,810",
3473495,FRAKIDEX CY FL/5ML                 ,40,3,"2,330",
3264521,FRAKIDEX POM OPHT T/5G             ,18,0,"1,640",
3319133,FUCITHALMIC 1% GEL OPHT 3 GRS      ,3,0,"2,825",
8124813,GATISTAR COLL F/5ML,7,2,"3,600",
7068291,GELTIM LP 0.1% COLLYRE UNIDOSES B/30,3,1,"8,665",
8113867,GENTA 0.3% GTTE FL/5ML,106,24,"1,410",
8412535,GENTAMICINE TM OLLYRE F/5ML,123,5,720,
2257507,"GENTASOL 0,3% CY F/5ML             ",17,0,"1,200",
1390651,GENTYL 0.3% CY F/5ML,33,0,"1,000",
8197060,HYFRESH 0.2% CY F/10ML,2,2,"4,630",
1666051,INDOCINEX 0.1%COLL F/5ML,2,2,"2,755",
3419538,"INDOCOLLYRE 0,1% CY FL/5ML         ",9,4,"3,360",
1666631,INDOTIMOL 0.5% CY F/5ML,2,3,"1,470",
3473986,"LEVOPHTA 0,5% CY FL 5 ML           ",8,0,"5,165",
3593101,LIPOSIC GEL OPHT.T/10G             ,1,1,"2,270",
1330641,LOXTRA OPH SUSP FL/5ML,2,1,"3,705",
3065247,MAXIDEX CY FL/3ML                  ,20,0,"1,375",
3065253,MAXIDROL CY FL/3ML                 ,109,8,"1,890",
3198356,MAXIDROL POMMADE OPHT              ,21,0,"1,410",
8004061,MAXISPORIN COLL F/5 ML             ,5,2,"1,880",
8152583,MO FLOREN COLLYRE F/5ML,1,2,"3,620",
3069498,MYDRIATICUM CY FL/10ML             ,1,1,"2,010",
3356341,"NAABAK 4,9% COLLYRE F/5ML          ",4,5,"3,500",
3267028,NAAXIA CY FL/5ML                   ,7,0,"3,360",
2292774,NEOMDEXSOL COLL F/5ML              ,25,3,"1,150",
2292194,NEOPRED COLL F/5ML                 ,2,1,"2,340",
8152956,NEUCIPRO GTTE YEUX OREILLE F/5ML,2,1,"1,520",
8152979,NEUGEN GTTE YEUX OREIL 0.3/0.25 5ML,1,1,895,
8151299,NEULATAN 0.5% COLL F/2.5ML,4,2,"9,480",
2284591,"NORMOPTIC 0,5 COLLYRE FL/5ML       ",3,2,"2,000",
8123506,"OLOPAT 0,1% COLL F/5ML",1,2,"5,250",
1293511,OLOTOP 0.1% COLLYRE FL/5ML,2,2,"4,135",
3598972,OPATANOL 1MG CY F/5ML              ,3,1,"5,100",
8111644,OPTICIN 0.3 PR CNT COLL F/5ML,1,1,"2,480",
3202980,OPTICRON CY FL/5ML                 ,4,1,"3,460",
8111650,OPTIDEX-T COLL F/5ML,6,2,"2,800",
8116570,OPTIFLOX COLL F/5ML,7,3,"2,480",
8128449,OPTIFRESH CY F/10ML,17,2,"2,480",
8116593,OPTIPRED 1% COLL F/5ML,2,2,"2,340",
2253596,"OPTOVISC 0,3% COLL F/10 ML         ",4,1,"1,170",
1293521,OTOFLU 3% SUSP AURICULAIRE F/5ML,1,2,"5,880",
1338661,PATADIN 0.1 CY FL/5ML,8,2,"3,720",
8124871,POLYFRESH CY F/10ML,20,3,"3,600",
9001685,RETIFEN CY 5MG/5ML,8,0,"1,720",
3091523,RIFAMYCINE 1% CY FL/10ML           ,5,0,"2,590",
3091546,RIFAMYCINE POM OPHT T/5G           ,1,0,"1,980",
8117523,RONIC 1MG CY F/5ML,1,1,"1,390",
8114915,SOFTDROPS CY 10ML,1,2,"2,480",
3138414,STERDEX POM OPHT CAPS B/12         ,7,2,"1,970",
8152732,TAMIGEN COLLYRE GTTES AURICULAIRES,14,2,"1,130",
2275066,"TIMOSOL 0,5% COLL F/5ML            ",11,3,"1,120",
3442997,TOBRADEX COLLYRE FL/5ML            ,3,1,"3,360",
2038946,"TOBRADEX POM OPHT 3,5G",2,1,"3,350",
3280543,TOBREX CY FL/5 ML                  ,10,0,"2,100",
3280537,TOBREX POM OPHT T/5G               ,4,0,"2,070",
1167451,TRILLERG CY FL/10ML,2,1,"3,470",
2252326,VISIODIS COLL F/10ML               ,5,0,"1,105",
3227980,VITABACT CY FL/10ML                ,1,3,"5,095",
8116618,XOLAMOL COLL F/5ML,10,0,"10,410",
,,Nombre d'articles :,101,,
Code Géo :,COSMETIQUES,,,,
Code,Désignation,Qté vendue,Stock,Prix de vente,
1308011,23 FAMOS LAVANDE 200ML,2,0,"1,200",
